"","GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B","modlogFC"
"ILMN_1667748","ANKRD33",1.05899914795361,8.07367647058824,0.26662479579201,0.791442779783386,0.999946195569227,-5.78510899628375,0
"ILMN_1810467","PPP2R1A",1.01770237812878,7.91100588235294,0.266238102318634,0.791448804120771,0.999946195569227,-5.78537067265468,0
"ILMN_1730082","RPUSD4",0.990547358080619,7.20209705882353,-0.266205104995728,0.791474032333816,0.999946195569227,-5.7853788850216,0
"ILMN_2364022","SLC16A3",1.03571966881819,8.62450588235294,0.266442676955274,0.791518950369585,0.999946195569227,-5.78519047102797,0
"ILMN_1731503","MARCO",1.05117915439944,6.29032941176471,0.266500303797594,0.791532706105679,0.999946195569227,-5.78514308092811,0
"ILMN_1830842","PTOV1-AS1",0.995095671752639,4.74627058823529,-0.266114976339601,0.791542941653706,0.999946195569227,-5.78540131105612,0
"ILMN_3239679","SNORD115-15",0.99549235576008,4.63185882352941,-0.266109395478321,0.791547208646973,0.999946195569227,-5.78540269945109,0
"ILMN_1723353","FAM122A",0.991539494119382,5.23073235294118,-0.266036933265886,0.791602612113102,0.999946195569227,-5.78542072381535,0
"ILMN_3308622","MIR1908",0.994633648046131,4.72322647058824,-0.26597221784467,0.791652093428918,0.999946195569227,-5.78543681709723,0
"ILMN_2089167","RHOD",1.00728265122378,4.75477941176471,0.265920642895079,0.79169152818374,0.999946195569227,-5.78544963984435,0
"ILMN_1684339","LRIT1",1.00544110152896,4.68972647058824,0.265724751832085,0.791841313617145,0.999946195569227,-5.78549832040516,0
"ILMN_1670931","PDS5A",0.989371036916258,6.32290294117647,-0.265587988288655,0.791945892729538,0.999946195569227,-5.78553228610196,0
"ILMN_1755462","UGGT1",1.0099427901088,5.72866764705882,0.26548508454952,0.79202458279595,0.999946195569227,-5.78555783111656,0
"ILMN_1696583","ZNF169",1.00475288109761,4.76323823529412,0.265467821439384,0.792037784040897,0.999946195569227,-5.78556211557707,0
"ILMN_1710697","BUD31",1.00890526557614,7.66868823529412,0.265435143339059,0.792062773427547,0.999946195569227,-5.78557022506089,0
"ILMN_1855975","MUC22",1.00476780495759,4.63147941176471,0.265292456617514,0.792171890498503,0.999946195569227,-5.78560562292444,0
"ILMN_1704876","USP38",0.978630203340487,6.42418235294118,-0.265215520342071,0.792250355375639,0.999946195569227,-5.78561355108473,0
"ILMN_1666503","DENND2A",1.00562779350179,4.68164117647059,0.265105740779171,0.792314684420632,0.999946195569227,-5.78565191493724,0
"ILMN_1763104","TRAF4",1.00656476360167,4.75810294117647,0.265090583353754,0.792326276621607,0.999946195569227,-5.78565567145685,0
"ILMN_1810593","LRRC7",1.00497725984317,4.63332058823529,0.265046997391641,0.792359610861788,0.999946195569227,-5.78566647233146,0
"ILMN_1728710","ZNF816",0.97597908921943,5.52100882352941,-0.265242784258771,0.792382734846374,0.999946195569227,-5.78551970266387,0
"ILMN_1792820","NOC2L",0.991132117308304,5.13372647058824,-0.264990662780165,0.792402695764181,0.999946195569227,-5.7856804297803,0
"ILMN_2329165","MYO1C",0.982948582551188,4.95076176470588,-0.265244809121742,0.792418719485984,0.999946195569227,-5.7854978599943,0
"ILMN_1728392","C19orf38",1.03454450826459,6.09863529411765,0.264908787021791,0.792698722721393,0.999946195569227,-5.78556818688202,0
"ILMN_2149766","APPBP2",1.01779055914063,6.20177941176471,0.264424839549606,0.792835475788783,0.999946195569227,-5.7858204540825,0
"ILMN_3310391","MIR1204",1.00512256060962,4.73381470588235,0.264331264035359,0.792907055086909,0.999946195569227,-5.78584358248829,0
"ILMN_1800058","NKX2-5",0.996003596676455,4.56265882352941,-0.264316934526518,0.792918016406959,0.999946195569227,-5.78584712349286,0
"ILMN_3291287","LSP1P3",1.00623490640191,4.80016764705882,0.264248852109062,0.79297009645349,0.999946195569227,-5.78586394491472,0
"ILMN_3224204","PSMG4",0.983002116926279,6.19342941176471,-0.264239242481047,0.79297744747233,0.999946195569227,-5.78586631886008,0
"ILMN_1808245","SBSPON",1.00528779111235,4.67554705882353,0.264226817454518,0.792986952197814,0.999946195569227,-5.78586938818897,0
"ILMN_1728147","OVCH2",0.995017339197543,4.64643235294118,-0.264089771873954,0.793091789555351,0.999946195569227,-5.78590323274013,0
"ILMN_1737535","TAF4",0.982675116057631,6.30749705882353,-0.264055925329772,0.793117682139517,0.999946195569227,-5.78591158873368,0
"ILMN_3246754","SNORD74",1.00438333755205,4.64691176470588,0.264041186156016,0.793128957671842,0.999946195569227,-5.78591522718946,0
"ILMN_3307916","BMPER",1.00373460283118,4.57092058823529,0.264000377383118,0.793160176795772,0.999946195569227,-5.78592530003077,0
"ILMN_1683026","PSMB10",1.01804002680518,8.89060882352941,0.263998989731988,0.793161238368972,0.999946195569227,-5.78592564251784,0
"ILMN_1702447","IGF2BP2",0.982397348125845,6.3372,-0.26389345721002,0.793241973442008,0.999946195569227,-5.78595168381327,0
"ILMN_2196347","CDKN1B",1.03390751733403,6.55644117647059,0.264166852966932,0.793246587092049,0.999946195569227,-5.78576312482255,0
"ILMN_2069821","FAM241A",1.01297550310637,4.98797647058824,0.263961937873658,0.7932500542086,0.999946195569227,-5.78590056976502,0
"ILMN_1654370","TESK2",0.987246424529348,5.5057,-0.26386239177431,0.793265739731797,0.999946195569227,-5.78595934757082,0
"ILMN_1689446","EIF3G",0.975374777858577,7.91986176470588,-0.263943440084895,0.793285913373151,0.999946195569227,-5.78589285190656,0
"ILMN_1788268","NAPG",0.985935381397851,5.53122941176471,-0.263708185067757,0.793383716926699,0.999946195569227,-5.78599737663749,0
"ILMN_1720984","SPINK7",0.995595864548948,4.59144705882353,-0.263668249104818,0.793414271086557,0.999946195569227,-5.78600722167404,0
"ILMN_1676358","RALB",1.01048996875747,8.16235588235294,0.263577593355469,0.793483631103622,0.999946195569227,-5.7860295646687,0
"ILMN_3246608","CENPV",0.991402047085752,4.81876470588235,-0.263528489916449,0.793521200475794,0.999946195569227,-5.78604166349512,0
"ILMN_1738326","EIF4E2",1.01296095885914,7.549,0.263483176122195,0.793555870806741,0.999946195569227,-5.78605282658094,0
"ILMN_3275585","MGAT4FP",1.00396024537403,4.67884705882353,0.263474870891534,0.793562225321576,0.999946195569227,-5.78605487237312,0
"ILMN_1808395","ACAP1",0.975257437044976,5.61898823529412,-0.263694029400509,0.7935667633752,0.999946195569227,-5.78590348207261,0
"ILMN_1651850","RPS16",0.992070316665654,9.86662941176471,-0.263341056927022,0.793664611293944,0.999946195569227,-5.78608782534288,0
"ILMN_1688614","GRM5",1.00624387389901,4.77243235294118,0.263123938651376,0.793830744307442,0.999946195569227,-5.78614125731638,0
"ILMN_1665832","ID1",0.980686746472051,4.88223529411765,-0.263450802987176,0.793842449648847,0.999946195569227,-5.78591284388929,0
"ILMN_2078599","ACP5",1.10081399314853,7.14062647058824,0.263466339372398,0.793865861496728,0.999946195569227,-5.78588904812936,0
"ILMN_2413141","SMIM8",0.994581449904469,4.89236764705882,-0.262939226443407,0.793972088726375,0.999946195569227,-5.78618667971825,0
"ILMN_1666420","ZNF679",0.991485003908604,4.85885,-0.26293652052027,0.793974159389635,0.999946195569227,-5.78618734489305,0
"ILMN_1673682","GATAD2A",1.01215533327212,7.72066764705882,0.262900896811252,0.794001419988771,0.999946195569227,-5.78619610134029,0
"ILMN_1711314","NUDT5",0.980829992128978,6.93752352941176,-0.262849522619053,0.794040733908989,0.999946195569227,-5.78620872723673,0
