"","GeneID","TValue","PValue","Coefficient","sig.cnt","GeneID","AlzheimersPValue","AsthmaPValue","CADPValue","CKDPValue","CLDPValue","COPDPValue","EthnicityPValue","HIVPValue","LupusPValue","ObesePValue","ONDPValue","RAPValue","T1DPValue","AlzheimersFC","AsthmaFC","CADFC","CKDFC","CLDFC","COPDFC","EthnicityFC","HIVFC","LupusFC","ObeseFC","ONDFC","RAFC","T1DFC","AdjP"
"6134","ERBIN",-1.61221449862047,0.135212059397088,-0.437185323143355,5,"ERBIN",1,1,0.0126859068140923,0.0000000360669829169531,0.00569377147069527,1,1,0.000353973260489638,1,1,1,0.00170849355002247,1,1,1,0.90621636919207,0.77765596493354,1.04558587955348,1,1,1.00665338383516,1,1,1,1.0240590580091,1,0.47532354118349
"58","ABCB4",-1.6248064646486,0.13526582337544,-0.457012595132895,5,"ABCB4",1,1,1,0.00000141201882067856,0.00000166921918803218,NA,0.00000211874718782808,0.0214660492690342,1,1,0.00276791206226369,1,1,1,1,1,0.891225562782935,1.2184518812891,NA,2.05898655415906,1.00454823086323,1,1,0.563034085453673,1,1,0.47532354118349
"1849","BCR",1.61193965768305,0.13527211017627,0.437125036155517,7,"BCR",0.0311644687061546,1,1,0.000000837336496211593,1,1,0.0293119201260365,0.00000012050007007395,0.027200562806195,1,0.0212687508279615,0.0000000153954278644715,1,1.00506179460856,1,1,0.936372139740259,1,1,0.538787275474291,0.984909679452244,0.953685649921768,1,1.26347131445171,0.958017223868897,1,0.47532354118349
"18987","RNF227",-1.64070410227971,0.135278040855509,-0.479830149754123,4,"RNF227",1,1,NA,0.00000000904087989458093,1,NA,1,0.000985538998999499,1,0.0318268534140786,1,0.0184002347892161,1,1,1,NA,0.939229090106481,1,NA,1,0.987358136672177,1,0.98063712381331,1,0.985243162176523,1,0.47532354118349
"21737","STRN4",-1.61166708603075,0.1353316883245,-0.437065241120698,5,"STRN4",0.00000717516842978347,1,0.0432312056421624,0.000000135062952736654,0.0131917835428866,1,1,0.000000900557559165806,1,1,1,1,1,1.0135486407198,1,1.07175580978421,0.93083344469909,1.05254467085457,1,1,0.98334241578402,1,1,1,1,1,0.47532354118349
"654","AKR7A3",1.62447063622421,0.135337886483723,0.456937859938944,4,"AKR7A3",1,1,1,0.0342736427340444,0.0219988944354727,NA,1,0.0389044436330212,1,1,0.0389615674000783,1,1,1,1,1,1.01705801154995,0.972413663190032,NA,1,1.00980269727715,1,1,1.14305717619603,1,1,0.47532354118349
"15104","NFKBIZ",-1.62444747653295,0.135342857423668,-0.456932705628906,8,"NFKBIZ",0.00818723153237591,1,NA,0.00000000588337840314698,0.00679800211728315,1,0.0000369607109639921,0.00000000000909360087265896,1,0.000374389261422463,0.00124532174249073,0.000000200102063227742,1,1.01207385738283,1,NA,1.06922045506783,0.89868151806191,1,1.22835389638937,0.968932724115145,1,1.03854549215869,0.290963471325396,1.0297715146434,1,0.47532354118349
"5866","EIF2S2",-1.61160304803197,0.135345688969012,-0.437051192031199,4,"EIF2S2",1,1,1,0.000117903184010285,0.00000000131863168875363,1,1,1,1,1,0.0380844587383654,0.0000418440775802769,1,1,1,1,0.948232544708273,1.09252759639713,1,1,1,1,1,0.901651300399064,1.02120325779906,1,0.47532354118349
"5031","DEF8",-1.61108256561186,0.135459529488399,-0.436936993209576,8,"DEF8",0.0000000317648000437206,1,1,0.000005592380374278,0.0000342468069757574,1,0.000321154780964167,0.0000000000416460595173938,1,1,0.0110828458894226,0.0000246481063212269,0.00598402403489288,1.0219001427722,1,1,0.958753370499476,1.19471731802128,1,1.21567017198325,0.96487014319933,1,1,0.794627633396307,1.02619573546939,1.03771979115883,0.475528622712901
"15376","NPRL3",1.61095135298023,0.135488241768569,0.436908200567837,6,"NPRL3",1,1,1,0.00000000000000520363195037411,0.0353416542362514,1,1,0.00571815081068583,1,0.0216036264823054,1,0.000811685996469341,0.0397839215043051,1,1,1,1.19106628735904,0.896334493077331,1,1,0.9782091338307,1,1.02473830229196,1,0.948565298569962,0.963785877946214,0.475528622712901
"25169","ZNF514",-1.62350158259624,0.135546020928581,-0.456722152671722,5,"ZNF514",1,0.031465825908122,NA,0.00000000954189234724574,1,1,0.0227758135608515,0.00698157331028421,1,1,1,0.00672331585297702,1,1,0.960356679755434,NA,0.842487174114537,1,1,1.37984036108779,1.00882214150846,1,1,1,0.971840706862798,1,0.475528622712901
"4088","COBLL1",-1.62321668394569,0.13560726603296,-0.456658720099936,8,"COBLL1",0.00333493660960665,1,0.0278934439326468,0.0000000234859082448971,0.0000000389207656401908,NA,0.00142457196219015,1,1,0.0149129672369782,0.000208845048786369,0.0108079041966154,1,0.989485254787845,1,1.35990839340524,1.07914475614821,0.836105418797205,NA,1.36630531806669,1,1,0.947381407110882,0.569584319026698,0.968553568081607,1,0.475528622712901
"5396","DNAJC30",-1.62313852929662,0.135624071369519,-0.456641317780753,5,"DNAJC30",1,0.0223146390018015,NA,0.0000927124047724453,0.00287849680763619,1,1,1,1,1,0.0385974642630097,0.00229644736742546,1,1,0.979549901337438,NA,0.967811450675184,0.94992672591648,1,1,1,1,1,0.767419863373621,0.979683250646733,1,0.475528622712901
"636","AKNA",-1.62304937503891,0.135643244182062,-0.456621465591672,7,"AKNA",0.00481404959739901,1,NA,0.000000569083778714541,1,0.0479375349921319,1,0.0000073729999950217,1,0.00133298332895834,1,0.00000000129237421993882,0.00394136463664388,1.00851654530353,1,NA,0.933963725056753,1,0.988400137423955,1,0.981613366868265,1,0.993489392145773,1,0.975956754432821,0.981052869659701,0.475528622712901
"17562","PPP1R7",-1.60984705742503,0.135730098870334,-0.436665826275447,5,"PPP1R7",0.000275139938334869,1,1,0.000000130826287558172,0.0000605097649677054,1,1,0.000000153891631328463,1,1,1,0.0428009841308681,1,0.99124945284758,1,1,0.951755319648717,1.05347679044597,1,1,0.976235093534401,1,1,1,1.01754154382119,1,0.475693325359309
"17744","PRLH",1.6379147914958,0.135864223437428,0.479201851061525,4,"PRLH",NA,1,1,0.00000097075384854539,1,NA,1,0.0354832856183768,0.0220632243283263,1,1,0.0216075581020655,1,NA,1,1,1.07474108256123,1,NA,1,0.996478074851884,1.03297526898866,1,1,0.977260607102242,1,0.47586184749004
"17358","POLR1D",1.60914471927322,0.135884118962344,0.436511625380266,5,"POLR1D",1,1,1,0.0000000100697528734474,0.00111121692379538,1,0.0000000215298635688695,0.00000129026728170039,1,0.0193678714103607,1,1,1,1,1,1,1.10068174778557,1.07910014772464,1,0.654531896243479,0.976095950139443,1,1.01420351151323,1,1,1,0.47586184749004
"9033","ICK",-1.62186652657795,0.135897846973895,-0.456358013371273,5,"ICK",0.000735308523519004,1,1,0.000000849624770472506,1,NA,1,0.00565241613470812,0.020337259833754,0.0144822607759187,1,1,1,0.990648084737398,1,1,0.832648556674464,1,NA,1,1.0043025506072,0.956449981554443,0.962860883003823,1,1,1,0.47586184749004
"1301","ARMCX1",-1.62158002341044,0.135959579516073,-0.456294183333059,5,"ARMCX1",0.017709549863769,1,1,0.00000611839356069382,1,NA,0.0291762624522046,0.0000000000372652848887512,1,0.0217250705844359,1,1,1,1.00294586999852,1,1,0.864942944284089,1,NA,1.34070728925115,1.01974691281304,1,0.956724454394298,1,1,1,0.475938316791888
"16233","OTULIN",1.63581822151985,0.13630633595342,0.478729108318453,4,"OTULIN",0.0157251360092601,1,NA,0.00127295891837563,1,NA,1,0.00153689001356258,1,1,0.0000102300343634102,1,1,0.995926404804645,1,NA,1.04796144540127,1,NA,1,0.988625758054154,1,1,1.28590291262136,1,1,0.476748425508314
"22211","TCL1A",-1.61991614493984,0.136318587821115,-0.455923348608682,5,"TCL1A",0.00584725904551734,1,0.0468887139364988,0.0000232524318581606,1,NA,0.0000000272482335583801,1,1,1,0.00241847330588362,1,1,0.99406573852702,1,1.16937894775382,0.911238910925957,1,NA,3.30892205052896,1,1,1,0.210186637641259,1,1,0.476748425508314
"6515","FAM20C",1.63568078394929,0.136335363381376,0.478698103806274,4,"FAM20C",1,1,NA,0.0000000000000159703395682925,0.000285175377804673,NA,1,0.00113276011717793,1,1,1,0.034485261760862,1,1,1,NA,1.15692762873605,0.909213406274889,NA,1,1.01407601941755,1,1,1,0.982660471203155,1,0.476748425508314
"23496","TSPAN2",-1.60699525939079,0.136356443365801,-0.436039464577219,4,"TSPAN2",1,1,1,0.00110685001555099,1,1,0.00000759414270871155,0.0000000244345794458685,1,1,1,0.000000218404078384396,1,1,1,1,0.915190332350568,1,1,1.75923890095284,1.01761876388501,1,1,1,1.17388237417629,1,0.476748425508314
"19258","RPS8",1.60683911411237,0.136390811086326,0.436005150906251,5,"RPS8",1,0.0120463508834281,1,0.0430382798539221,0.00265271300240433,1,1,0.00000000000000736926155358911,1,1,0.00368405900851654,1,1,1,0.994344132132946,1,0.973048193746262,1.02780125173595,1,1,1.08548179094212,1,1,1.1905110552539,1,1,0.476748425508314
"17951","PSMB4",1.6058922130029,0.136599388146659,0.435797024130234,7,"PSMB4",1,0.0340250012098911,1,0.0000266635824539658,0.0000137315337653936,1,1,0.00000000000697128797011753,1,1,0.00000000435794157168384,0.000216474651689665,0.0436947941281343,1,0.996107642740885,1,1.05894523202341,1.03727367475387,1,1,0.976537630047646,1,1,1.69870484394431,1.01030698497503,0.910634507832192,0.477337639305695
"15483","NSMCE3",-1.61837358047202,0.136652174737355,-0.455579339333531,5,"NSMCE3",0.0464540581624633,1,NA,0.0000000000000577784708455807,0.0324146455534343,1,1,0.00160756094495211,1,0.00539939927015233,1,1,1,1.00354958432325,1,NA,0.856379706880596,1.04331471993924,1,1,1.0095513515147,1,0.972546688673506,1,1,1,0.477382267823323
"8598","HIKESHI",-1.60475921195015,0.13684932666356,-0.435547901097759,6,"HIKESHI",0.0407602087914153,1,1,0.00000077482612546363,0.0013359075556093,1,1,0.0000000000504201396558242,1,1,1,0.00000000333502117764773,0.00655546710395648,0.996101307927715,1,1,0.879738131287712,1.06863116875283,1,1,1.03618731989714,1,1,1,1.0436725015091,0.978537497654586,0.477864895438857
"23249","TRAPPC9",1.60466358661504,0.136870439875488,0.435526870522,5,"TRAPPC9",0.00757351671457422,1,1,0.0000000000254138699446437,0.00485082005633286,1,1,0.0000000000000000168449303716994,1,1,1,0.000000106753487232084,1,1.01008166511607,1,1,1.14367283925264,0.922454219494522,1,1,0.96118614140932,1,1,1,0.961888365035766,1,0.477864895438857
"13326","METTL7A",-1.60393251736395,0.137031948044242,-0.435366065219157,7,"METTL7A",1,0.0317288638410756,1,0.000362234081537427,0.0000000429065244910174,1,0.0127349709053431,0.00000000000739608277794322,1,0.00335688050911718,1,0.000709783318702957,1,1,1.02513527564027,1,0.94853355037207,0.954227434830762,1,1.20992836133786,1.07755981094211,1,1.03425255275642,1,1.04036043929558,1,0.478288806368581
"23016","TNFSF14",1.61631698858377,0.13709805304953,0.455120378497384,4,"TNFSF14",0.000653360565891792,1,1,1,0.0480749405090679,NA,1,0.0000000985949725107861,1,1,0.000517017927040932,1,1,1.01427252425457,1,1,1,1.17612629151819,NA,1,1.05173770629351,1,1,1.75705665930832,1,1,0.47831148331825
"21644","STARD9",-1.63188737787896,0.137138756791832,-0.477841643156571,4,"STARD9",1,1,NA,0.00000000192107618232256,0.0389039931477886,NA,1,0.0176458546772499,1,1,1,0.043675083635733,1,1,1,NA,0.916484407897849,0.994913304548505,NA,1,0.995868120719195,1,1,1,0.975470395347989,1,0.47831148331825
"12972","MAP3K21",1.63179335137602,0.137158724596122,0.477820396881527,4,"MAP3K21",1,1,NA,1,1,NA,0.00000171039960259647,0.00000000316314504637606,1,1,0.00869062803861434,0.0000646183891811908,1,1,1,NA,1,1,NA,0.436897195914071,1.01046965151064,1,1,1.47002398081535,1.04702646538704,1,0.47831148331825
"19451","SAFB",1.60299230162955,0.137239907242953,0.435159194977269,7,"SAFB",0.00183468139652369,1,1,0.000000103224050186947,0.000552052456748778,1,0.0323277863203438,1,1,1,0.0000000718324936247705,0.000000163654548046417,0.00325741435230349,1.00893689492596,1,1,1.10311579326812,0.952211852491971,1,1.10943810372926,1,1,1,2.36528877162123,0.979424535942659,1.0512950416985,0.478454732147408
"24712","ZBTB8OS",-1.61540799311743,0.137295539696848,-0.454917406170702,5,"ZBTB8OS",0.000000371189527329005,1,NA,0.0000578821123952996,0.000860662187131546,1,1,0.0000000000000186068061503938,1,1,1,0.00000111332081220136,1,0.987021295814461,1,NA,0.93290608557544,1.04205166353059,1,1,1.03695317492229,1,1,1,1.06831097316392,1,0.478508848549048
"15553","NUDT15",-1.60254312992034,0.137339354017641,-0.435060341983016,6,"NUDT15",1,1,1,0.0000824350252071364,0.00035461511640493,1,0.00290306806646987,0.0000000000000706147748273067,0.0480778926727221,1,1,0.0000576430124751741,1,1,1,1,0.904121431568016,1.04522077986051,1,1.52234934152617,1.03941542839359,1.03725301961747,1,1,1.05277440484963,1,0.478521756258894
"18421","RAPH1",1.63061091897746,0.137410054500637,0.477553142292454,6,"RAPH1",1,1,NA,0.0000000175584130565131,0.00000000308467950673288,NA,1,0.000000000000611432927200286,1,1,0.00535816023485141,0.000747474304264901,0.00273470948042732,1,1,NA,1.15661517789925,0.783941046490336,NA,1,1.02309166589103,1,1,1.60944584382872,0.967098536233295,0.94371591667198,0.478628306625576
"1790","BCAP31",1.60136457782746,0.137600587024862,0.434800893312895,4,"BCAP31",1,1,1,1,0.00000000000987299865661609,1,1,0.000483367122023529,1,1,0.00056227786451665,0.0000150926018973583,1,1,1,1,1,1.12846971024698,1,1,0.993606786391866,1,1,1.20120781290042,0.984509226418814,1,0.479152073323586
"9389","INPP5E",-1.60084380327203,0.137716158801102,-0.434686214517825,5,"INPP5E",1,1,1,0.00000228291055329247,1,0.00865651709115388,0.000633095846069082,0.0329812412984072,1,1,0.00233607295391368,1,1,1,1,1,0.946753248418791,1,0.984270793195825,1.81074028941778,0.986946561044402,1,1,0.77634181854697,1,1,0.479414582578684
"16175","OSBP2",1.61292377775152,0.137836547588513,0.45436233649561,5,"OSBP2",1,1,1,0.0000000404588470338308,1,NA,0.00000517143358202307,0.0156931506517867,1,0.00402953553281961,1,0.00435312712635468,1,1,1,1,1.14276192117223,1,NA,0.375605247101546,1.04649801708822,1,1.03887510132938,1,0.963970954869625,1,0.479562681357946
"25322","ZNF682",-1.61291208908897,0.137839097600704,-0.454359723544795,4,"ZNF682",1,1,1,1,1,NA,0.00918431222062667,0.00000393523552888006,1,1,0.0295859991752622,0.019509533313884,1,1,1,1,1,1,NA,1.24274048343049,1.06618297180285,1,1,0.849304174950298,1.05124617373072,1,0.479562681357946
"22578","TLR2",1.60000959132999,0.137901467232615,0.434502470186062,5,"TLR2",0.000405232379006767,1,1,0.0043320924719405,1,0.0235655752821995,0.0440392537379716,1,1,1,0.0350890236560012,1,1,1.01314369066244,1,1,0.963871712154093,1,1.02250369573874,0.837077621832514,1,1,1,1.36670890061201,1,1,0.47959837620932
"23472","TSHZ2",1.6123770462263,0.137955868106694,0.454240104432867,5,"TSHZ2",1,0.0474616782000772,1,0.0000000000228126866804471,0.00150828868081995,NA,0.00196806667123694,1,1,0.0419961302540586,1,1,1,1,0.975405175661396,1,1.09356484895936,1.16318598119532,NA,0.673930015148369,1,1,1.02166748832551,1,1,1,0.47959837620932
"20656","SMC4",-1.5994184151325,0.138032921284523,-0.43437222428785,7,"SMC4",1,1,1,0.000000108622594287893,0.000088467626699472,1,0.0416644418628746,0.0000067480031320362,0.035475073984596,1,0.0429783356288456,0.000651578945916633,1,1,1,1,0.821819147944465,1.32446600458217,1,1.10937207956078,1.01549966929238,1.0408937825784,1,0.839272727272727,1.04709876849183,1,0.47959837620932
"21743","STX10",1.59931092316497,0.138056835041885,0.434348539100624,7,"STX10",0.00932019526431538,1,1,0.0319315373100812,0.00572705309641438,1,1,0.00000000375241058317766,1,1,0.00162395270914688,0.0000689816053494019,0.0246639607710005,1.00988794038744,1,1,1.0146287760578,1.06190949305505,1,1,0.980699035925876,1,1,1.26384598651294,1.02162194039096,1.02129772811947,0.47959837620932
"9981","KIFBP",-1.59917190362041,0.138087768141556,-0.434317905671514,4,"KIFBP",0.0160262780046592,1,1,0.00000000000000137473886890587,0.000031750765559358,1,1,0.0000509139274122618,1,1,1,1,1,0.994966978983481,1,1,0.792723696525571,1.11106423664836,1,1,1.00651471316626,1,1,1,1,1,0.47959837620932
"22303","TERF2IP",1.59901314409346,0.138123101010526,0.434282920626983,6,"TERF2IP",0.000999552349274892,1,1,0.0250378599272147,0.00248535360952024,1,0.000194781686185086,0.0473440794692017,1,1,0.0000317494973197697,1,1,0.991705311691386,1,1,0.97241816288385,0.963706403218419,1,0.836703234628432,1.01195772708838,1,1,1.34701346027998,1,1,0.47959837620932
"15363","NPL",1.59869784050947,0.138193297228779,0.434213432922178,8,"NPL",1,1,1,0.0000014860206234382,0.00413576384612706,0.0314773044249834,0.00549275025650401,0.0490608482484207,1,1,0.00123545014975397,0.0103229941146121,0.0197399368613381,1,1,1,0.95471156112025,1.15006545134529,1.02868710066445,0.774240344976929,0.987232150262226,1,1,1.47476787750448,1.03772870011213,1.11108335642829,0.47959837620932
"1467","ATG10",1.59869190930179,0.138194617997143,0.434212125707634,5,"ATG10",1,1,1,0.00409650927560746,0.00833887646173026,1,1,0.00761744290125149,1,1,0.0166529991821911,0.000446424400379068,1,1,1,1,1.02794079496528,1.21690625625002,1,1,1.01109470320533,1,1,1.36973464021038,1.05906661752519,1,0.47959837620932
"19884","SETD6",-1.5986175983437,0.138211166589073,-0.434195747636028,7,"SETD6",1,0.0302276665240945,1,0.000645412729973692,0.0377493903684892,1,1,0.00000000369610641342992,1,0.0174000566717052,0.013631326852216,0.000545618011891725,1,1,0.97327264482283,1,0.916324076342614,1.06312860811777,1,1,1.01545824973766,1,0.973375807697753,0.641303241133548,0.961955630800163,1,0.47959837620932
"8790","HOXB1",1.61039490268619,0.138389228392953,0.45379674401641,5,"HOXB1",0.0000000000185527921755814,1,1,0.00000520943876416582,1,NA,1,0.0000442462696616774,1,0.00498395178869403,1,0.0166665684052233,1,0.984618412590983,1,1,1.06345944620946,1,NA,1,0.990099455866353,1,1.0288069016971,1,0.975860795349866,1,0.479862990261531
"22675","TMEM126A",-1.6103110142295,0.13840759577601,-0.453777972638302,5,"TMEM126A",0.000000000130466432300885,1,NA,1,0.00104776265605196,1,0.000349240290883775,0.000006097144480504,1,1,1,0.000000000891909339974765,1,0.958057849371757,1,NA,1,1.04416161235286,1,1.33604025446596,0.982860355727822,1,1,1,1.10190630942446,1,0.479862990261531
"20710","SMIM5",1.62593464317384,0.138408092999994,0.476494906087836,5,"SMIM5",0.0000304804674718675,1,NA,0.0000000000698144291005787,1,NA,0.000120153707606317,0.0000000819665880885948,1,0.00210048463048033,1,1,1,1.01798966548068,1,NA,1.13624666326843,1,NA,0.527177712317026,1.01400356089159,1,1.03915302023143,1,1,1,0.479862990261531
"22711","TMEM154",-1.60964765238882,0.138552915245173,-0.453629513586538,5,"TMEM154",0.00419886801712034,1,NA,0.000322911993059692,1,1,0.003362442368023,0.00385228083109243,1,1,1,1,0.0294951365833276,1.01510629094842,1,NA,0.932694290410548,1,1,1.15514827743334,1.02457019812688,1,1,1,1,1.03889175954405,0.480225531340766
"23514","TSPO",1.59665539023312,0.138648768349062,0.433763122850414,8,"TSPO",0.0000843246929320886,1,1,0.019543707979437,0.0000101263946693749,1,0.00424080289973772,0.00000128336403333424,0.0208459965689123,0.00855140183419228,0.0000119724149518384,1,1,1.0095494244945,1,1,0.981539255376103,1.21340857488937,1,0.804848652134119,0.991673476598285,1.09099376531845,1.0114298879284,1.74257581338244,1,1,0.480418183678277
"4320","CR1",1.5961718212437,0.138756798121394,0.433656460155127,8,"CR1",0.00000779473869280287,1,1,0.0107831586350088,1,0.00883069175470915,0.00215899183663007,0.00123001214310779,1,1,0.00114854015477623,0.0000479215121972328,0.00123198504113765,1.01591660691951,1,1,0.93244766253237,1,1.04107788636594,0.574983499446236,1.01171381869807,1,1,1.64313844289609,1.0462340655222,1.09150386862634,0.480652904061622
"5651","DYM",-1.59587835306219,0.138822395214663,-0.43359171984547,5,"DYM",0.0109372206906445,1,1,0.000000000407118629299159,0.00717994081598838,0.0266026779388113,1,0.0147973062753278,1,1,1,1,1,0.994547305432615,1,1,0.914914854111748,1.05794988212909,1.00993025839347,1,0.989509050815407,1,1,1,1,1,0.480740544241199
"9180","IGK",-1.70544548026377,0.138990709942248,-0.571392412066221,5,"IGK",NA,0.024747902041788,1,0.0000211892942710963,0.0000361939135111186,NA,NA,NA,NA,0.00714365932880107,0.00231715505267326,1,1,NA,0.967690408759598,1,0.921166990065821,0.691034906654521,NA,NA,NA,NA,0.956173076987319,0.382585541206231,1,1,0.480869300001946
"19349","RTN1",1.59495386938508,0.139029217196457,0.433387730980227,8,"RTN1",1,1,1,0.0000000628615334999438,0.0103433123718059,1,0.00490068280204654,0.00000156506473317039,0.0260650732152777,0.0250536298000109,0.0037418106517747,0.00162584301242712,1,1,1,1,0.901896618365764,1.24237757010774,1,0.837578081167652,0.949459839099392,0.873221768040486,0.977202173901368,1.4723880735822,0.961816950351966,1,0.480869300001946
"33","AATBC",1.60726765224732,0.139075407223979,0.453096563428164,5,"AATBC",0.0191682782662743,1,NA,0.00000111992866700334,1,0.0346101251757143,0.0181785162565421,0.0337875668503485,1,1,1,1,1,1.00713522660408,1,NA,1.06828472882023,1,1.02165290256663,0.771579291796718,0.983554567506129,1,1,1,1,1,0.480869300001946
"8088","GRIPAP1",1.62259246268427,0.139125405618885,0.475737302721807,4,"GRIPAP1",0.000405911310728525,1,NA,1,0.0204824702885684,NA,1,0.000000572670954791591,1,1,0.000900228192897063,1,1,1.00993867130755,1,NA,1,1.06677698633509,NA,1,1.05903681183509,1,1,1.30871839581517,1,1,0.480869300001946
"10076","KLHL26",-1.60702652029415,0.139128441558196,-0.45304253995272,4,"KLHL26",0.0164945490831649,1,1,0.000423804150423669,1,NA,1,0.000000000187481590075179,1,1,1,0.0246293052114746,1,1.00374925115996,1,1,0.949237770116903,1,NA,1,0.983760344516938,1,1,1,0.977074961024346,1,0.480869300001946
"6654","FAM91A1",1.60702353389389,0.139129098496893,0.453041870844938,5,"FAM91A1",1,1,NA,0.0000000116131405931994,1,0.0401436115585722,1,0.0231782962139665,1,1,0.00302206796524666,0.000000000244732867608606,1,1,1,NA,1.0589548261693,1,1.0160071261452,1,1.00847640060777,1,1,1.18462656104058,1.06330683597018,1,0.480869300001946
"19275","RRAGD",-1.59445145543453,0.139141728718082,-0.433276844557343,5,"RRAGD",0.0461040724783934,1,1,0.000000291170343449959,0.00294003671830516,1,1,1,1,1,1,0.00186265655295482,0.00484584781446068,0.990031968898142,1,1,0.821713080070216,1.10565302588136,1,1,1,1,1,1,1.04007200293708,1.07380869362561,0.480869300001946
"10546","LGMN",-1.60672228974317,0.139195379376878,-0.452974372674398,4,"LGMN",1,1,1,0.00123571249840257,1,NA,1,0.00591314543659493,1,1,0.0250513690680077,0.000525630560294992,1,1,1,1,0.948385711016543,1,NA,1,1.02401797107731,1,1,0.809176942930886,0.966406179608416,1,0.480915399932277
"162","ACBD3",-1.59357080085368,0.139339136936888,-0.433082430188637,7,"ACBD3",0.000979415260360997,1,0.0130012151688707,0.000000000526442153811934,0.00228472231852187,1,0.000317838479962449,0.00000000610165219691666,1,1,1,0.0000120228008620522,1,0.986355732703972,1,0.882102890710354,0.816980326024526,1.06947445956433,1,1.26334121615281,1.03094390838916,1,1,1,1.03417290446818,1,0.48127269937958
"7796","GNG7",-1.59294248139487,0.139480131685045,-0.432943684667624,7,"GNG7",1,1,0.0435054299593499,0.000000000621789735357846,0.0124214990924822,1,0.00000957449043280351,0.0000183599352614908,1,1,0.00332984085969381,0.0000603542810603773,1,1,1,1.09175237059319,1.08718668928561,0.89629102275466,1,1.51364652476278,0.97904727151558,1,1,0.589539272661914,0.969850620872526,1,0.481620252099157
"8681","HMGB2",1.59189077240213,0.139716415045332,0.432711377384298,5,"HMGB2",0.0000000134216059008678,1,1,0.0000000000000357775238658367,0.0055644943877103,1,1,0.00000000201196750023341,1,1,1,0.000000000000395236810482303,1,0.966866012858316,1,1,1.20540500765878,1.08129710537498,1,1,1.02882397458303,1,1,1,1.09056894479455,1,0.482152130285044
"13318","METTL26",1.60431321088261,0.13972644403519,0.45243430295228,5,"METTL26",1,1,NA,0.00000000000000520824168638264,0.0463001523168413,1,1,0.0000000000478705136982246,1,1,0.0000227752564473268,0.00920713334505959,1,1,1,NA,1.08686981227607,0.921028936559835,1,1,0.977796049417329,1,1,1.7048128342246,0.985103948527919,1,0.482152130285044
"12608","LRRC3",1.60418203647256,0.139755412114475,0.452404881837885,4,"LRRC3",0.000250159269292278,1,1,0.00000000500787159247497,1,NA,1,1,1,0.0265526084723169,1,1,0.0365794524924193,1.0041244625284,1,1,1.08786355763261,1,NA,1,1,1,1.02145350377133,1,1,0.958984419314855,0.482152130285044
"1591","ATP6V1D",1.59024984750519,0.140085776455156,0.432348748621495,7,"ATP6V1D",0.00000000000000705926128629135,1,1,0.0000389396283767088,0.000000344472100322764,1,0.000259902464397767,0.0112911197386136,1,1,0.00874568898579672,0.0000000000258157889240083,1,0.953746427708207,1,1,1.05472394000691,1.08423997289689,1,0.829535365951577,0.975691657891241,1,1,1.11590162261455,1.05339412305793,1,0.482733369215361
"8838","HPS1",1.59009437149676,0.140120817450611,0.432314379019437,6,"HPS1",1,1,1,0.000000000168809340291032,0.00462947823641883,1,0.000000653553428707362,0.00000000000259673470056768,1,0.0374222567519794,1,0.00625336527576888,1,1,1,1,1.0812991003428,1.079442241717,1,0.516411748619586,1.03653084448299,1,1.01543770247074,1,0.978768357324948,1,0.482733369215361
"7744","GMEB2",-1.58995602609924,0.140152004031131,-0.432283794734252,7,"GMEB2",0.0000000638855609768766,1,1,0.00214074137594524,1,0.00782374768259496,1,0.00774440080985495,1,0.00338445765545317,0.0391438902875244,0.000000398168343097051,1,1.01717320807111,1,1,0.981358426625885,1,0.992890143163406,1,0.980905449874275,1,0.986477963554535,0.909594911282223,0.979259228680483,1,0.482733369215361
"4183","COPG1",1.58993982466209,0.140155656646271,0.43228021295355,5,"COPG1",0.000123490973094208,1,1,1,0.000526856588573183,1,1,0.000000014370809746007,1,1,0.00000000318223166029866,0.00230890002217215,1,1.01268218515388,1,1,1,1.11990646604194,1,1,1.02090069997777,1,1,2.30811121764142,0.984839874378431,1,0.482733369215361
"5595","DTX3",1.60235337376332,0.140159803084788,0.451994577155378,4,"DTX3",0.0211592353359104,1,1,0.00000000327512192503021,1,NA,1,1,1,1,1,0.000230537211265237,0.00146904005219578,1.00482704268869,1,1,1.06897033767302,1,NA,1,1,1,1,1,0.972712156978016,0.936669122153205,0.482733369215361
"24770","ZDHHC21",1.61756668194151,0.14021037294792,0.474596065847692,5,"ZDHHC21",1,1,NA,0.00000166769325706715,0.00121981706889068,NA,1,1,1,0.0229219197838259,0.0411447469271259,0.000618898602172119,1,1,1,NA,1.07480677557956,1.09437889495179,NA,1,1,1,0.907777979304918,1.35181665735048,1.07185647246567,1,0.482733369215361
"15419","NR4A2",-1.6020969376178,0.140216594422579,-0.451937016555041,6,"NR4A2",1,0.0145257464599971,1,1,0.0000553521046533952,NA,0.00185470539415805,0.000000176076275385941,1,0.0232687273837833,0.00106127573746865,1,1,1,1.04936178967274,1,1,0.380398005731105,NA,1.40981816139814,1.07164615532709,1,0.935254614865458,0.290662696986808,1,1,0.482733369215361
