"","GeneID","TValue","PValue","Coefficient","sig.cnt","GeneID","AlzheimersPValue","AsthmaPValue","CADPValue","CKDPValue","CLDPValue","COPDPValue","EthnicityPValue","HIVPValue","HypPValue","LupusPValue","ObesePValue","ONDPValue","RAPValue","T1DPValue","AlzheimersFC","AsthmaFC","CADFC","CKDFC","CLDFC","COPDFC","EthnicityFC","HIVFC","HypFC","LupusFC","ObeseFC","ONDFC","RAFC","T1DFC","AdjP"
"20994","SIVA1",0.898759390326242,0.386459874694882,0.251134690066985,5,"SIVA1",1,1,1,0.0000000000653138116605028,0.000560984641218181,1,1,0.00000218422251781831,1,1,1,0.00000126647863502337,0.0000836561772934939,1,1,1,1,0.929201021110214,0.917341170227167,1,1,0.980285803670833,1,1,1,1.44003358874777,1.02053056396536,1,0.658847227640869
"18016","PLPP3",0.905311739791648,0.386592443123433,0.275228094522469,5,"PLPP3",0.0100666172966728,1,0.0131071276697466,0.00105842468092161,0.000000538664651379856,NA,1,0.0000456808698283661,NA,1,1,1,1,1,1.00252668116136,1,0.722113045510817,1.04689705933307,0.892436508006754,NA,1,1.00976798387401,NA,1,1,1,1,1,0.658979402266068
"16560","OR10J1",0.905147079668927,0.386675535781231,0.275181826467456,4,"OR10J1",0.0406523374813142,1,1,0.0455877760667085,NA,NA,1,0.000281459895795625,1,1,1,1,1,0.0159620901797263,1.00255244109151,1,1,1.01832216816935,NA,NA,1,0.993175990427326,1,1,1,1,1,1.0489820065254,0.659027215645363
"3644","CDK12",0.898060733254921,0.386817481391408,0.250951767605981,7,"CDK12",1,1,1,0.00000011744827921309,0.00444977779267135,0.0164496122148417,0.0181472895611991,1,1,1,0.00637176556362058,0.00399359578246136,0.0000534192372152226,1,1,1,1,0.886241377652337,1.07347405366968,0.985397711405392,0.843437800266572,1,1,1,0.967664486441226,1.18470114244715,0.97312207038534,1,0.659175306675111
"24769","UBE2L3",0.897603867660738,0.387051450648129,0.250832136471556,10,"UBE2L3",0.00117199407468833,1,0.0330332667306825,0.0000000112610042575472,0.00000000000207063495767149,0.0443763784200483,1,0.00000000142396514899497,1,1,0.0440192882970223,0.00389806394939719,0.0255041101502839,0.0244681480846065,1.0124766346712,1,0.952214197906033,0.925183206881893,1.10406240513443,0.989736823571299,1,0.956646449421869,1,1,0.991027400237842,1.24114782348093,0.989079527358901,0.985322124443691,0.659288288756874
"2080","BOLA2",-0.897490262487231,0.387109645067573,-0.250802386953892,9,"BOLA2",0.000106679527781246,1,1,0.00000000414514441541052,0.000000136685726669121,1,0.0325108179340085,0.00000000273014363606048,1,1,0.0128562315805929,0.0044118056659084,0.00000799406416819256,0.00543002634204071,0.990901574438831,1,1,1.08265018724668,1.16096484698466,1,1.21727632587972,1.04434992110566,1,1,1.01637525294848,0.732189067863744,1.03853763910619,0.968321279909886,0.659288288756874
"23901","TMPRSS2",0.900507472087459,0.387140648220171,0.26202671522099,6,"TMPRSS2",1,0.0396567461364288,1,0.00000000101531808186902,0.0115233042057598,NA,1,1,1,1,0.0143902833649058,0.0144411089890856,0.0151730406962098,1,1,1.02943771819376,1,1.05868597929873,1.17629686200344,NA,1,1,1,1,1.02236939834078,0.985546218487395,0.983890909062887,1,0.659288288756874
"25048","USP37",0.904212137104281,0.38714757582823,0.274919079534341,4,"USP37",1,1,NA,0.00000156411480801919,1,NA,1,0.0482951431892751,1,1,1,0.00000940097129908431,0.000239606162501307,1,1,1,NA,0.878178348790245,1,NA,1,1.00568925863826,1,1,1,1.65106943073379,1.02862897915873,1,0.659288288756874
"16009","NMNAT1",0.904189312969741,0.387159104505937,0.27491266449671,6,"NMNAT1",0.000578446454634149,1,NA,0.0000000545217720441467,0.000000148655479873977,NA,1,0.00973207841272573,1,1,1,0.00205734914892782,0.0004123480487715,1,1.00572737630528,1,NA,0.920327235388151,1.19257553528125,NA,1,1.00616038007009,1,1,1,1.33921038399135,1.03366795410599,1,0.659288288756874
"8166","GLTP",0.897082485461198,0.387318579073718,0.25069559749735,10,"GLTP",1,1,1,0.0000000000000089454891758525,0.000000113617843251311,0.0249481286485702,0.0337943125221227,0.00000000000000294974410972856,1,0.0386340786149779,0.0130784999640012,0.0000000114198254929748,0.031457787065114,0.00666484891859171,1,1,1,0.932431133235548,1.08874575841479,1.00703186564838,1.29141582671812,1.02560186705865,1,0.946674728045776,0.99072412684579,1.61667845918418,1.00711015228727,0.983440051303776,0.659340158678291
"23859","TMEM87A",0.897050593031588,0.387334923171214,0.250687245058664,5,"TMEM87A",1,1,1,0.0000000000187432219920243,1,1,1,0.0000000000603693109749655,1,1,1,0.0000164994524130874,0.00921874935730881,0.00954059925907916,1,1,1,0.89893728634898,1,1,1,0.988037415840888,1,1,1,1.49035294117647,1.03728212118696,0.986243193975763,0.659340158678291
"16357","NUP214",0.897011864492959,0.387354771247231,0.250677102208186,8,"NUP214",1,1,1,0.0000717265305009602,0.0467775842896444,0.00113725087104037,0.0143414814133889,0.000113884732709854,1,1,0.0270617416290149,0.0000183338593608578,0.00000000000820409323160593,1,1,1,1,0.953671691048413,1.03721993569992,1.01935642418251,1.17261867161607,0.982166027353102,1,1,1.00795244914893,1.57593781683001,1.05269810502437,1,0.659340158678291
"1737","AVPI1",-0.899608414009778,0.387598478650595,-0.261783046473789,4,"AVPI1",1,1,1,0.0497173291388709,0.00128519574285065,NA,1,0.0176612611836717,1,1,0.00695894768684846,1,1,1,1,1,1,0.976782529548634,0.85257379267931,NA,1,0.96776893725118,1,1,0.962645429206058,1,1,1,0.659621442269548
"23713","TMEM201",-0.903141577949476,0.387688585443464,-0.274618144609451,4,"TMEM201",0.0181251162212411,1,NA,1,0.0418018462711007,NA,1,1,1,1,1,0.03069750146781,0.0267438839905011,1,1.00238996558362,1,NA,1,1.05484189639391,NA,1,1,1,1,1,0.865762170790104,0.983257204260806,1,0.659621442269548
"19047","QPRT",0.899228425348372,0.387792094752119,0.261680044344156,5,"QPRT",1,1,1,0.0000038981683120979,0.00303429461853797,NA,1,0.0000000000000000465391908908079,1,1,1,1,0.0000944790846589029,0.00642543415308598,1,1,1,1.08852274350214,0.929959745934712,NA,1,0.958887754601755,1,1,1,1,0.969330192583526,0.963867659152091,0.659621442269548
"861","ANGPT1",-0.899196898910276,0.38780816147872,-0.261671498186722,5,"ANGPT1",1,1,1,0.000409401206255077,0.0000233918460203152,NA,0.00410659416239576,0.00343015918138484,1,1,1,1,0.000650887290050512,1,1,1,1,0.911778283212494,1.35169716986288,NA,1.5601083549753,1.00741184375686,1,1,1,1,1.07947646772294,1,0.659621442269548
"11021","LAMTOR2",0.895896703233931,0.387926583036773,0.250385010500039,6,"LAMTOR2",0.000536272456943643,1,1,0.0405990382851203,1,1,0.00570105103779745,0.000000000000142650779673359,1,1,1,0.0000730762432378597,0.0000697741436071654,1,0.991113299070916,1,1,1.01709779446953,1,1,1.19432553308113,0.961539959145167,1,1,1,1.43511906880718,1.0259624951806,1,0.659621442269548
"633","AIFM1",0.895727884230799,0.388013197508596,0.250340786152392,6,"AIFM1",1,0.0284746829749708,1,0.00000000110559917018574,0.0308649589156708,1,1,0.0000129184906766839,1,1,1,0.00289942162639391,0.00176232909949239,1,1,0.986996273915367,1,0.924469955270589,1.03974679380554,1,1,1.01003981759454,1,1,1,1.20793259000766,0.983337530134556,1,0.659621442269548
"1837","BAP1",0.895662561631267,0.388046715565604,0.250323673621883,5,"BAP1",1,1,1,0.000000000000745297660692798,1,1,1,0.0000000266863675672229,1,1,1,0.000723061967269386,0.000250070371179714,0.0159944220864688,1,1,1,0.900559865339239,1,1,1,0.97649301622257,1,1,1,1.36876387860844,0.984599864619348,1.07658274946156,0.659621442269548
"3357","CCNDBP1",0.898659615035561,0.388082047051119,0.261525842313493,4,"CCNDBP1",1,1,NA,1,0.0000298069978334842,1,0.00171567692792485,0.0000317680291640165,1,1,1,1,0.0000000000422636724192342,1,1,1,NA,1,1.09048663458778,1,0.760369396802936,1.00892897968692,1,1,1,1,1.03485026978905,1,0.659621442269548
"1696","ATPAF2",0.898602767115182,0.388111033684228,0.261510429985664,6,"ATPAF2",0.0420956887983223,1,1,0.0000082657443822968,0.00546134832018085,NA,1,0.000318848793039597,1,1,1,0.0396449426018065,0.0000250387111660567,1,1.00305921937017,1,1,0.935687446218068,1.05773735790313,NA,1,0.984956873925027,1,1,1,1.20046411403945,0.967125856295647,1,0.659621442269548
"3009","CASC2",0.906861642532676,0.388115252094766,0.289355850828013,5,"CASC2",1,0.026595503472309,NA,0.0000000000453872966164163,1,NA,1,1,NA,0.0104457133288858,1,0.0210108603717802,1,0.0291275912267011,1,1.09074367131281,NA,1.10764519759995,1,NA,1,1,NA,0.954605889851197,1,0.979385171790235,1,0.974267310481412,0.659621442269548
"16383","NUSAP1",0.895467432100539,0.388146851467221,0.250272554233851,4,"NUSAP1",1,1,1,0.000000236217207389173,0.00000240649006713007,1,1,0.00000449074139423147,1,1,1,1,0.0000567826145707255,1,1,1,1,1.0998594577489,1.4103495929485,1,1,1.01296149838051,1,1,1,1,1.04798587270901,1,0.659621442269548
"3754","CELF1",0.895400641219151,0.388181131064164,0.250255056099127,7,"CELF1",1,1,0.0224480915481411,0.00000000000000895765730219004,0.0000321474691129804,1,0.0237777132113197,0.000000000000000000349224141883462,1,1,1,0.0000271228607569081,0.00000000529228215692799,1,1,1,0.944441876642932,0.876579918287247,0.951678256646557,1,1.30353057623625,1.02440878284918,1,1,1,1.93223129343499,0.980478483236246,1,0.659621442269548
"7218","FBXO9",0.895179305504913,0.388294743773237,0.250197067955562,9,"FBXO9",0.048041515740092,1,1,0.00000000209473021099427,0.000548820826094306,0.0496402090784418,0.00212430687046129,0.0000174333897002839,1,1,0.00415170807655465,0.013446922471482,0.000160004648049759,1,1.00786846883757,1,1,0.836961623896173,0.952768028509416,1.00504080225757,0.614184916843195,1.0078093078637,1,1,1.02648641403776,1.31091360397149,0.980666814322306,1,0.659720869475943
"21158","SLC25A20",0.894856712396336,0.388460373343405,0.250112546382333,7,"SLC25A20",0.00204879288200112,1,1,0.00000000183805968706744,1,1,0.00266260277247947,0.0117804147131914,1,1,0.0226298702755536,0.0495510105821635,0.000891860129733567,1,1.01066031987045,1,1,0.92863188224748,1,1,0.812161367066146,0.979507742533898,1,1,1.01827802373046,1.18793625707889,1.02735524583094,1,0.659764935638912
"3874","CFAP298",-0.8978171890211,0.388511752364676,-0.261297427448169,7,"CFAP298",0.0000145404054906082,0.0386584094595351,1,0.00184978616143364,0.00720451325297144,1,0.033381278009985,0.0019747275232598,NA,0.0253849191229352,1,1,1,1,0.989679591148483,0.987155415026062,1,1.04829298911033,1.03618423880948,1,1.13928445200252,0.977820648314583,NA,1.07972207170112,1,1,1,1,0.659764935638912
"6157","EGLN3",0.901467080431257,0.388535864097392,0.274147280348147,4,"EGLN3",NA,1,1,0.000712511360404142,0.006987253863594,NA,1,0.000277175898364,1,1,1,1,1,0.0111464769217574,NA,1,1,1.05535995508343,1.23912062204462,NA,1,1.00790835695623,1,1,1,1,1,0.955468765299543,0.659764935638912
"18676","PRRC1",-0.894699521854106,0.388541097568694,-0.250071359326436,6,"PRRC1",0.00690857694949861,1,1,0.0000000000639918007033838,0.000127074917468774,1,1,0.000000000000866388041378862,1,1,0.0375692312877504,1,0.0000000000000141978027113167,1,0.991081381107729,1,1,0.769173614055386,1.19174424628276,1,1,1.04237677866351,1,1,0.980036287943038,1,0.956976445040783,1,0.659764935638912
"25409","WDR78",0.897531402481791,0.388657601655548,0.261219929489047,4,"WDR78",1,1,1,0.0125744435247699,1,NA,1,0.0180841259883488,1,1,0.0259111374250646,1,0.0379241638235629,1,1,1,1,1.03952454633439,1,NA,1,1.0030825473023,1,1,1.04247619153234,1,1.01640844864081,1,0.659869181029761
"9778","IGSF3",0.897402592290375,0.388723351528122,0.261184997826473,5,"IGSF3",1,1,1,0.0000431786131876997,0.00000175607197302684,NA,1,0.00217715711577217,1,1,0.0434133963113155,1,0.000135447313934778,1,1,1,1,1.06526904155014,1.31615464185089,NA,1,0.993282746011295,1,1,1.02222945624059,1,0.973586222615357,1,0.659887237749355
"17903","PLAC8",-0.894169142026281,0.388813555919393,-0.249932379220422,5,"PLAC8",0.00285041495517938,1,1,0.0185871105195649,0.00280501786623896,1,1,0.00611477917921138,1,1,1,1,0.000618061527391932,1,0.988104102736401,1,1,0.977082040335725,0.758466769199221,1,1,0.977534083263375,1,1,1,1,1.01823678334379,1,0.659946796856095
"13599","MAGI2",0.897017810161498,0.388919805724457,0.261080643765303,4,"MAGI2",1,1,0.0261075200526713,0.0000000240480288896708,1,NA,1,0.0235633804896912,1,0.0344282668984695,1,1,1,1,1,1,1.15664463312775,1.12244334362413,1,NA,1,1.00379209409768,1,0.963607720114381,1,1,1,1,0.660033569658246
"3544","CD93",0.893753125103622,0.389027357427446,0.249823355823579,8,"CD93",0.000630747362376968,1,1,0.00000989518691139286,0.000464475901464161,0.00846692034906249,0.0374249625051812,1,1,1,0.0399689029887263,0.000805021780326594,0.0073573960588922,1,1.01782401263198,1,1,0.91971588732118,1.16116389417488,1.02160523010167,1.19608785040444,1,1,1,0.990546583575311,1.47050259286243,0.969537324116046,1,0.660101472121688
"6042","ECD",0.896723565345426,0.389070081747494,0.261000837516713,4,"ECD",1,1,1,1,0.00000000804553125374179,NA,0.0141617861523896,0.00306007564888546,1,1,1,1,1,0.0230485893133672,1,1,1,1,1.17543529124858,NA,0.856313371864486,1.01015804195721,1,1,1,1,1,0.973067214226113,0.660101472121688
"19773","RNF13",-0.893556892464851,0.389128234323005,-0.249771926855578,7,"RNF13",0.0000706011923444694,1,1,0.00000027735893658342,0.0255146480372727,0.0387093634852098,0.0000802227828768194,1,1,1,1,0.00180832026019786,0.000000222375620672815,1,1.00803664197437,1,1,0.846819689656012,1.03167062520252,1.00958885494888,1.37850935336951,1,1,1,1,1.19335467393489,1.04451405761567,1,0.660106595288939
"10145","ITGB1",0.893312109031878,0.389254094808981,0.249707770653739,6,"ITGB1",1,1,1,0.0000000000268144231021269,0.0000000000331713360934481,1,1,0.00030287571223945,1,1,1,0.000186180203667407,0.00258883530468622,0.0058579276295855,1,1,1,0.779995010151746,1.15506417722038,1,1,1.00635308675876,1,1,1,1.76958715270376,1.02199552875182,0.98575749047614,0.660189261950532
"4472","COP1",0.899984255602227,0.389287245416417,0.273730149259287,7,"COP1",0.00630850694333061,1,NA,0.0000153886719826235,0.0000125691927837793,1,1,0.00000188208858677007,NA,1,1,0.000113074878756668,0.00000000503413665107197,0.00645115388540178,0.991303332732406,1,NA,0.939426632822207,1.06937144946076,1,1,0.979735159471372,NA,1,1,1.37959359517484,1.03560800225213,1.03937888655176,0.660189261950532
"4161","CLDN9",0.89614759384503,0.389364357254814,0.260844604746772,6,"CLDN9",0.0000616959057833268,0.0394798628909769,1,0.0000000608640832804286,1,NA,0.0113096822262547,0.0000000202476565934992,1,1,1,0.00699057786541179,1,1,1.01280906517637,1.02449738643506,1,1.07152918842583,1,NA,0.705492230399597,0.982316289291459,1,1,1,0.930513595166163,1,1,0.660226518823381
"22734","SUOX",0.89591765868311,0.389481878928465,0.260782228908961,4,"SUOX",0.000066303078857985,1,1,0.000000000147275842973048,1,NA,1,0.0000245599696169291,1,1,1,0.00181502398104017,1,1,1.01082594223567,1,1,0.935988046787173,1,NA,1,0.976069891251273,1,1,1,1.30212765957447,1,1,0.660332276467078
"21268","SLC35B1",0.892603857403179,0.389618414572134,0.249522123824914,5,"SLC35B1",0.030069938107102,1,0.0223092787291119,0.0000000000022238497787492,0.00559991062431041,1,1,1,1,1,1,0.0331419092846098,1,1,1.00537674669318,1,0.929388696972314,0.938780110257132,1.07840750661734,1,1,1,1,1,1,1.14148931954187,1,1,0.660470236113855
"19703","RLF",0.892476915833819,0.389683737176287,0.249488847008247,6,"RLF",0.00791500162767756,1,1,0.000449102930265435,0.00606617830026955,1,1,0.0484329238238561,1,1,1,0.0000016877396708717,0.0000862665706215961,1,0.994909294865096,1,1,0.911091111547697,0.913959026793395,1,1,1.01530089466959,1,1,1,1.47985386914646,1.0363680424166,1,0.660487455437668
"11783","LINC01503",0.940844755467969,0.389981268102103,0.38782675503497,4,"LINC01503",NA,1,NA,0.0129740936646896,1,NA,NA,NA,NA,NA,1,0.00146489986427527,0.0089219028677714,0.020320385696893,NA,1,NA,0.97538027570317,1,NA,NA,NA,NA,NA,1,1.4757677008751,1.026869290884,1.046086973243,0.66081956439067
"105","ABCC5",-0.891881824069878,0.389990064477113,-0.249332836212974,8,"ABCC5",0.0107596355633806,1,1,0.000000501990866184043,0.000458165695410623,1,0.0457502278561666,0.0000176831809817348,1,1,0.0192491863616736,1,0.0446165596197102,0.0372924477230329,1.01015983786746,1,1,0.883892029679241,1.25877138639833,1,1.15476904693051,0.974161276545884,1,1,0.988622762309915,1,1.01918764249223,0.958707068672573,0.66081956439067
"2213","BTNL3",-0.893853693132275,0.390537890188409,-0.260222178889234,6,"BTNL3",0.0328361487614406,1,1,0.0000440872373578495,1,NA,0.000000000000000000000000000000001370947559557,0.000350616053782904,1,0.00118143661865698,1,0.0227847647038292,1,1,1.01245467047871,1,1,1.12345520571658,1,NA,8.95673299627157,0.993640230912724,1,0.953300905206076,1,0.830873392010833,1,1,0.661553873693907
"9449","HSBP1L1",0.897382787381824,0.390607935973627,0.272997961141876,4,"HSBP1L1",1,1,NA,0.000000000768374801085719,0.00000365347597210827,NA,1,0.00699090243164946,1,1,0.0340534234360568,1,1,1,1,1,NA,1.10656872060033,0.869994370664718,NA,1,1.00881129050697,1,1,0.976936167407668,1,1,1,0.661553873693907
"19124","RAB3IP",0.893684791565879,0.390624395099972,0.260176336387738,6,"RAB3IP",0.00128401338506392,1,NA,0.0000056323840361987,0.0000183934097473608,1,0.039854730707915,0.0000329737426677304,1,1,1,1,0.00138635361313572,1,0.988691732262198,1,NA,1.08173958178339,1.38062685653097,1,0.930275740718532,1.01502166177266,1,1,1,1,1.04183281020432,1,0.661553873693907
"5565","DKC1",-0.890514987586701,0.390694277888749,-0.248974429332636,5,"DKC1",0.00000222904577666155,1,1,0.00000000000000404925254158172,0.0000000443233844738236,0.0410476318201709,1,1,1,1,1,1,0.00000851019983922204,1,0.985888030529086,1,1,0.89166494516078,1.11322937497674,0.992632913309075,1,1,1,1,1,1,0.975607163639748,1,0.661553873693907
"2874","CAD",-0.893475891745489,0.390731403956349,-0.260119635306725,5,"CAD",1,1,1,0.000000132183436546442,1,NA,0.0344708665871734,0.0000224386167922027,1,1,1,0.0313991731400294,0.00000000334468385628959,1,1,1,1,0.935919691764256,1,NA,0.784712481614736,0.987022735513704,1,1,1,0.705346985210466,0.952658006659635,1,0.661553873693907
"16949","ORM1",-0.893429934632424,0.390754948197052,-0.260107160937768,4,"ORM1",1,1,1,0.000765227665527955,1,NA,0.00777817361956662,1,1,1,0.0242832109094601,1,0.0137173621105484,1,1,1,1,1.09007885190899,1,NA,4.84515956142829,1,1,1,1.05313451037808,1,1.11057492340229,1,0.661553873693907
"23405","THY1",0.893151589222809,0.390897568055859,0.260031605468676,4,"THY1",1,1,1,0.00000183320724290644,0.00000785252496983528,NA,1,1,1,0.00471683319368491,1,1,0.00146548399069468,1,1,1,1,1.08423845563609,1.33929614831863,NA,1,1,1,1.04527160065336,1,1,0.967745711248332,1,0.661659774220119
"10248","JPT2",0.893086921563549,0.390930707922012,0.260014051072244,7,"JPT2",1,1,1,0.000000272711844146497,0.00515260007985899,0.00841081795667625,1,0.00755087925302474,NA,1,1,0.0130770435135329,0.00000619797134910105,0.0135186766037548,1,1,1,0.956356901392901,1.06384322221773,0.977339902588715,1,0.991697780973955,NA,1,1,1.10096924733756,0.965673824823016,1.05949638433385,0.661659774220119
"17106","PAFAH1B1",-0.889954525894009,0.390983287614411,-0.24882743752587,10,"PAFAH1B1",0.0390726566800399,1,0.00129121219558629,0.0000000237740852708354,0.00000301153031456317,0.0177155047108718,0.0237351191329921,1,1,1,0.0132871025318553,0.000127466938921052,0.0160357204268036,0.0178848095946766,1.00516479699098,1,1.08714602104921,0.714603440437506,1.14648953682722,0.987141908469236,1.12169725539386,1,1,1,0.932491905266615,1.21025564470983,1.03738867039429,0.980096857239178,0.661659774220119
"14000","MEPCE",-0.889685543460482,0.391122044119059,-0.248756885626937,4,"MEPCE",0.00429341318229,1,1,0.00000361791747484208,1,0.0215508261389299,1,1,1,1,1,1,0.000000855615005598073,1,1.00930118992277,1,1,0.961011581963032,1,0.987513632490724,1,1,1,1,1,1,0.973183150999282,1,0.661801050627119
"20961","SIGMAR1",0.889561842052648,0.391185867701544,0.24872443842703,6,"SIGMAR1",1,0.041519387422669,1,0.0000000947349034392628,1,1,1,0.0000000739414273528677,1,1,1,0.00198879342056194,0.0340989149796093,0.0247167067045691,1,0.979721794107246,1,0.926891142649652,1,1,1,0.972834817617726,1,1,1,1.30714012982054,0.988307383332206,0.977489733413801,0.661815514199602
"225","ACOT2",0.892428512270532,0.391268229989626,0.259835307528324,4,"ACOT2",1,1,1,0.0131123404497687,1,NA,1,0.00000964585177668934,1,1,1,0.026449168768186,0.0107815243013349,1,1,1,1,0.959134344851016,1,NA,1,1.0075872094839,1,1,1,1.12182006204757,0.978186970104802,1,0.661861333380303
"6164","EHBP1L1",0.895188258473466,0.391724478720251,0.272379937677982,6,"EHBP1L1",NA,1,1,0.0000619123550170955,1,1,NA,0.000000000000798907781903423,1,1,0.00647118411631285,0.00271902435655618,0.00604353006857595,0.011939736299447,NA,1,1,0.913207217498771,1,1,NA,0.968012983603871,1,1,1.02672508595539,1.36800083603302,0.968627078809629,1.02788751603381,0.662539508930296
"18915","PTPN1",-0.88832493457272,0.391824441047544,-0.248399948352148,8,"PTPN1",0.0000552840172552864,1,1,0.0000000393212830097767,1,1,0.0406168931725731,0.00211370993749097,1,1,0.0280359424729975,0.0469777757366676,0.00000344397443124588,0.0162221441847435,1.01390297260247,1,1,1.07197361473268,1,1,1.11601090500529,0.98505036356866,1,1,0.977450854906152,0.820287681505215,0.982212354445817,0.977210442051714,0.662614976364724
"8628","GSTO1",0.88767207819126,0.392161776371695,0.248228644400891,6,"GSTO1",0.0331426781357685,1,1,0.00000119616608949512,0.0000094984672466357,1,1,0.0000703589993603513,1,1,0.00000618025596427934,1,0.0000000000213430266605271,1,0.992872573694457,1,1,1.0479266728791,1.04044014873676,1,1,0.991469707236948,1,1,1.01666187474197,1,1.03522397441747,1,0.662979281390492
"19122","RAB3GAP2",0.894280441980292,0.392187015694889,0.272124179643821,4,"RAB3GAP2",NA,1,1,0.00000000586371930078665,0.00384401235523344,1,NA,1,1,1,0.0318451320694892,0.000173417029497919,1,1,NA,1,1,0.877340266477772,0.879500807174445,1,NA,1,1,1,0.98846757659334,1.6417079679756,1,1,0.662979281390492
"18817","PSME2",-0.887586549595694,0.392205984305425,-0.248206200700478,4,"PSME2",0.0000818838563093688,1,1,1,0.00512938949606767,1,1,0.0000131927883646776,1,1,1,1,0.00131172450811208,1,0.984006512697689,1,1,1,1.02812661568477,1,1,0.977722380399553,1,1,1,1,1.01972124392698,1,0.662979281390492
"9209","HLA-DRB1",-0.887050200265006,0.3924832897858,-0.248065447272721,6,"HLA-DRB1",1,1,0.0142083194487696,1,1,1,0.00000858471451829506,1,1,0.03578950472783,0.00124189501823475,0.000103994762474663,0.000578853661366914,1,1,1,1.09682206976612,1,1,1,30.96396594202,1,1,0.415401157943372,0.991324022330624,1.41377526306959,0.984563175540922,1,0.663249287512272
"6424","EPHA6",0.893683551306131,0.392491342930307,0.271955986926907,5,"EPHA6",1,1,NA,0.0290308472416091,1,NA,0.0339442750329604,0.00575795453113862,1,0.000585241790624718,1,1,1,0.0435059461921617,1,1,NA,1.03352651122357,1,NA,0.680261324555462,1.00411104209218,1,1.05650843510348,1,1,1,0.970897521905694,0.663249287512272
"13750","MARCHF2",0.889924115991233,0.392553908774546,0.259155175467331,5,"MARCHF2",1,1,0.0419207092998408,1,0.00778661962454815,1,0.0000693849757919561,0.00704665019300918,NA,1,0.00610157329643956,1,1,1,1,1,1.097054563689,1,1.09485049391047,1,0.504471140151668,0.98350296646175,NA,1,1.01368484052374,1,1,1,0.663249287512272
"7367","FGL2",-0.886786658075829,0.392619596583037,-0.247996280495926,7,"FGL2",0.0000000079802747953604,1,1,0.000106091164833523,0.0246625216504953,1,0.0273965977137399,0.000285468071945681,1,1,1,0.0121483509300704,0.0000000121633205663438,1,0.972892161431249,1,1,0.89174505223824,0.927762676416218,1,1.18082978910771,0.970950926117332,1,1,1,1.17132224023289,1.03902401460834,1,0.663249287512272
"8161","GLT1D1",-0.88975138346109,0.392642691880647,-0.259108251357474,4,"GLT1D1",1,1,NA,1,0.0147630343354036,0.0138076527543956,1,0.000117437184301344,1,1,1,1,0.01389913729512,1,1,1,NA,1,0.924450505535761,1.02247249510838,1,0.984131961509961,1,1,1,1,1.02424702125689,1,0.663249287512272
"18683","PRRG4",0.889597371002497,0.392721864734425,0.259066411150571,6,"PRRG4",1,1,1,0.000199630098931782,0.0000000184244666820765,NA,1,0.0000479355198352965,1,1,1,0.000877338263829606,0.00000130289990289396,0.0333786620346221,1,1,1,0.886216493407564,0.823827294065561,NA,1,1.01681557897851,1,1,1,1.73703703703704,1.0631314565512,1.06025783757708,0.66328944653199
"4910","CTSL",-0.886342839454753,0.392849217456637,-0.247879791509845,4,"CTSL",1,1,1,0.00588904163985883,1,1,0.000233444859897678,1,1,1,0.040434863766671,1,0.00000285425768934113,1,1,1,1,1.04208238055863,1,1,1.46733096155749,1,1,1,1.03468267551177,1,1.04994484368334,1,0.663303683582348
"13835","MBOAT1",0.889315215518846,0.392866940437763,0.258989754842184,7,"MBOAT1",0.0000149944464245311,1,NA,0.00000104094877018159,0.000164940183153481,1,0.0156336075737466,1,1,0.018556195185834,1,0.0027741520998856,0.0000156593756003271,1,1.01199319272679,1,NA,0.936405992497903,1.24314092026637,1,1.11277998240663,1,1,0.950538145142721,1,1.34752068989499,1.03292111157451,1,0.663303683582348
"24418","TSC22D3",-0.886216022442803,0.392914846343841,-0.247846503898343,6,"TSC22D3",0.00594727392438234,0.0495071878303451,1,0.000000360798566204834,0.00000160569352376288,1,1,0.00000000186415267949175,1,1,0.0202932626097522,1,1,1,1.01248437421681,1.00530134515973,1,0.925375158589329,0.695154585028929,1,1,1.01763022704169,1,1,0.993785889932337,1,1,1,0.663303683582348
"1495","ASPRV1",-0.892780867985561,0.392951894065781,-0.271701580165942,4,"ASPRV1",0.00554203824149735,0.0154533760870711,NA,1,0.0355082296000029,NA,1,1,1,1,1,1,0.0287925641612893,1,1.01381331775986,1.03504385125973,NA,1,0.945368385664252,NA,1,1,1,1,1,1,1.02873510177389,1,0.663303683582348
"918","ANKRD20A11P",0.89710606244577,0.393026933960972,0.286499875578031,4,"ANKRD20A11P",1,1,NA,0.00456746083530048,0.0357271407294341,NA,0.000000871558420083237,0.00596992303914671,NA,1,1,1,1,1,1,1,NA,0.951558329411329,0.911549727074632,NA,0.48565071226719,1.01184754674335,NA,1,1,1,1,1,0.663330673603952
"1735","AVL9",-0.885888925560509,0.393084156395285,-0.24776064169721,7,"AVL9",1,1,0.000565714284446615,0.0000000000628155113244765,0.0444793564356171,1,1,0.0174451605498814,1,1,1,0.00102940438749412,0.00815994556467809,0.00813124423455263,1,1,1.32383013945331,0.786432871106219,1.03297113951883,1,1,0.994151482678821,1,1,1,1.18759730835203,1.0213010830231,0.952821895926355,0.663330673603952
"21256","SLC31A2",-0.885792475175926,0.393134090027031,-0.247735322571973,5,"SLC31A2",1,1,0.0470004225593152,1,1,0.048328010322537,0.000000171419413771437,1,1,1,1,1,0.00552415218962377,0.0334583213140243,1,1,0.927856992014381,1,1,1.02335130369402,1.57784994425988,1,1,1,1,1,1.01834007963422,0.96251674624856,0.663330673603952
