,GeneID,TValue,PValue,Coefficient,sig.cnt,GeneID,AlzheimersPValue,AsthmaPValue,CADPValue,CKDPValue,CLDPValue,COPDPValue,EthnicityPValue,HIVPValue,HypPValue,LupusPValue,ObesePValue,ONDPValue,RAPValue,T2DPValue,AlzheimersFC,AsthmaFC,CADFC,CKDFC,CLDFC,COPDFC,EthnicityFC,HIVFC,HypFC,LupusFC,ObeseFC,ONDFC,RAFC,T2DFC,AdjP
485,ADK,-3.496753094,0.004408157,-0.710415812,6,ADK,0.000729042,0.020677305,1,1.49464E-08,0.001385927,1,0.039708695,1,1,1,1,0.000301559,1,1,0.988576546,0.984218216,1,0.765980188,0.873275586,1,1.159162857,1,1,1,1,0.593226048,1,1,0.399260802
15696,NDUFA5,-3.566095281,0.004425271,-0.732255665,5,NDUFA5,NA,1,1,2.99803E-06,0.021762445,1,1,8.59956E-05,1,1,1,0.000680923,4.02934E-06,1,NA,1,1,0.871104249,0.974356255,1,1,1.008039428,1,1,1,0.820510499,1.131644327,1,0.399260802
8920,HBP1,-3.488081968,0.004479149,-0.709541603,8,HBP1,0.031800865,1,0.028651809,0.000908149,0.030346151,1,0.023413904,1,1,1,1,0.0053128,2.09944E-07,0.040300127,0.993307982,1,1.164547988,0.866668848,0.904184663,1,1.101549505,1,1,1,1,0.848598018,1.028956973,0.92888847,0.399260802
25150,VCPKMT,-3.487222876,0.004486246,-0.709454811,5,VCPKMT,1,1,1,2.29308E-10,0.00314071,1,1,9.38846E-08,1,1,1,0.00170928,2.64928E-08,1,1,1,1,0.740455577,0.91735491,1,1,1.033410859,1,1,1,0.644647035,1.070964157,1,0.399260802
5460,DGKE,-3.485347567,0.004501777,-0.709265243,5,DGKE,1,1,1,9.99403E-13,0.027972191,0.007735872,1,1,1,1,1,0.002745577,1,0.007532896,1,1,1,0.850497379,0.945222848,0.972923801,1,1,1,1,1,0.858522727,1,1.034261423,0.399260802
20051,RPS11,3.483566317,0.00451658,0.70908504,7,RPS11,0.012391768,1,1,4.23096E-22,1.51351E-05,1,0.042022738,1.02857E-15,1,1,1,0.000556666,0.004667832,1,0.980107741,1,1,1.286034984,1.015745883,1,1.066713311,1.058254545,1,1,1,1.177646089,1.004931145,1,0.399260802
17661,PHF12,-3.53558612,0.004668781,-0.729329999,5,PHF12,0.004685512,1,NA,8.28253E-21,1,0.020220591,1,1,1,1,1,0.007409745,0.007598258,1,1.006985298,1,NA,0.858732195,1,0.984488722,1,1,1,1,1,0.889101186,1.023063802,1,0.399260802
17121,PAIP2,-3.534891483,0.004674483,-0.729262917,5,PAIP2,0.000838948,1,NA,4.48088E-07,1,1,1,0.013917076,1,1,1,0.005410881,2.28935E-08,1,0.981751691,1,NA,0.904747259,1,1,1,1.009180686,1,1,1,0.881168226,1.032962335,1,0.399260802
24277,TRIM39,-3.532354846,0.004695366,-0.729017772,5,TRIM39,0.033362452,1,NA,4.79499E-14,1,0.00277602,1,1.48535E-08,1,1,1,0.02654431,1,1,1.003701721,1,NA,0.931094387,1,0.986258309,1,0.979101366,1,1,1,0.90682901,1,1,0.399260802
24099,TPD52,-3.455513981,0.00475635,-0.706228678,5,TPD52,0.002199435,1,1,1.28315E-09,1,1,0.031372894,1,1,0.010060161,1,0.000711873,1,1,0.992487186,1,1,0.800398428,1,1,1.241214865,1,1,1.075096167,1,0.700267801,1,1,0.399260802
567,AGFG1,3.449525358,0.004809192,0.705614393,7,AGFG1,1,1,0.046348512,2.59001E-13,3.53614E-08,0.005186072,1,2.74491E-12,1,1,1,0.000155852,0.000204439,1,1,1,1.152783999,1.295417928,1.241259902,1.015921139,1,1.075536724,1,1,1,1.315644891,1.021384301,1,0.399260802
26014,ZNF277,-3.449406202,0.004810249,-0.705602155,5,ZNF277,0.001176706,1,1,3.04345E-05,0.00065658,1,1,1,1,1,1,0.014562692,7.13976E-09,1,0.986286547,1,1,0.834445581,1.044377745,1,1,1,1,1,1,0.88212491,1.101106194,1,0.399260802
115,ABCD4,-3.445645531,0.004843744,-0.705215568,5,ABCD4,1,1,1,0.000137104,0.000534933,1,1,1.39477E-06,1,1,1,0.043692454,1,0.019696436,1,1,1,0.937792633,0.915381161,1,1,0.989121508,1,1,1,0.896661367,1,0.974326565,0.399260802
5440,DFFB,-3.43995683,0.004894863,-0.704629587,4,DFFB,1,1,1,1.16661E-10,1,1,1,1.72328E-05,1,1,0.03683054,0.045414492,1,1,1,1,1,0.819647061,1,1,1,1.007347782,1,1,0.974954353,0.860043142,1,1,0.399260802
14013,METAP2,-3.439779992,0.004896461,-0.704611349,7,METAP2,1.3598E-11,1,1,2.33639E-06,0.008612537,1,1,1.08652E-05,1,1,1,0.001078516,5.5297E-05,0.019267408,0.957003605,1,1,0.890924594,0.928923643,1,1,0.984334649,1,1,1,0.694892271,1.037781649,0.954965644,0.399260802
8334,GPALPP1,-3.434194898,0.004947199,-0.70403459,4,GPALPP1,1,1,1,2.14651E-13,0.000945528,1,1,1,1,1,1,0.000512778,0.005554828,1,1,1,1,0.746117833,1.040786459,1,1,1,1,1,1,0.823971261,1.029289476,1,0.399260802
23944,TNFRSF10D,3.428628163,0.004998302,0.703458338,4,TNFRSF10D,1,1,1,2.97819E-06,0.021614832,1,1,0.010903372,1,1,1,0.027657188,1,1,1,1,1,1.102476794,1.069500542,1,1,1.012898555,1,1,1,1.188011527,1,1,0.399260802
22423,SRSF7,-3.42740702,0.005009584,-0.703331743,6,SRSF7,1,1,1,1.09241E-08,7.64271E-05,1,1,1,1,1,0.012154881,0.020337447,4.3624E-05,0.022483537,1,1,1,0.905922249,0.924034104,1,1,1,1,1,0.970963985,0.88766147,0.976860787,0.964386528,0.399260802
22688,SUCLG2,-3.423875304,0.005042359,-0.702965236,4,SUCLG2,0.014864381,1,1,5.93994E-15,1,1,1,0.006405448,1,1,1,0.020468486,1,1,0.990667262,1,1,0.777378529,1,1,1,1.019087437,1,1,1,0.850307261,1,1,0.399260802
3362,CCNG1,-3.423418807,0.005046611,-0.702917821,5,CCNG1,0.015782083,1,1,4.75984E-07,0.008762912,1,1,8.58773E-07,1,1,1,0.013750827,1,1,0.988533341,1,1,0.869678997,0.974685801,1,1,1.022721865,1,1,1,0.86803541,1,1,0.399260802
9699,IFRD1,-3.423208899,0.005048567,-0.702896016,6,IFRD1,1,1,1,1.34725E-05,0.001981741,0.024187226,1,9.69216E-07,1,1,1,0.044892434,1.11302E-07,1,1,1,1,0.863052575,0.916208939,1.022607011,1,1.02729327,1,1,1,0.847531766,1.062384388,1,0.399260802
13844,MBTPS2,-3.422150495,0.005058444,-0.702786038,5,MBTPS2,1,1,1,1.9316E-07,1,1,1,1,1,1,0.020894589,0.048823393,9.76609E-05,0.008206699,1,1,1,0.805163123,1,1,1,1,1,1,0.923541636,0.908673704,1.052899429,0.942988954,0.399260802
7431,FLCN,3.418772874,0.005090095,0.702434735,5,FLCN,1,1,1,1.91058E-16,1,1,1,8.38531E-05,1,1,0.012080607,0.001917269,0.020802809,1,1,1,1,1.211098339,1,1,1,1.009697206,1,1,1.022257694,1.317031399,0.957906294,1,0.399260802
3686,CDKN2AIP,-3.417040208,0.005106409,-0.702254323,4,CDKN2AIP,1,1,1,1.08112E-08,1,1,1,8.03494E-07,1,1,1,0.028631114,0.011054031,1,1,1,1,0.831085165,1,1,1,1.0215617,1,1,1,0.891514042,1.030747296,1,0.399260802
8934,HCG18,-3.482719413,0.005123843,-0.724163978,7,HCG18,1,1,1,1.61E-07,0.026042387,0.012542821,1,1,NA,1,0.021889721,0.000217799,7.99276E-06,0.023271302,1,1,1,0.784624021,0.888589395,0.976329027,1,1,NA,1,0.965385075,0.698152229,0.967637584,0.912172868,0.399260802
23406,THYN1,-3.411231425,0.005161491,-0.7016485,6,THYN1,4.01293E-10,1,1,0.002662027,1,0.002580125,1,3.89739E-11,1,1,1,1,0.00076955,0.033299506,0.980340488,1,1,0.966076489,1,0.989080692,1,0.961110724,1,1,1,1,1.023382292,0.986220356,0.399260802
18166,POLR2C,-3.411040373,0.005163313,-0.701628549,6,POLR2C,0.000944288,1,1,5.21047E-11,0.022701347,1,1,2.27512E-10,1,1,1,0.030221559,0.00138689,1,0.988274632,1,1,0.945714688,0.955557492,1,1,0.982721536,1,1,1,0.858829088,1.010315392,1,0.399260802
14103,MGAT3,3.475169108,0.005192454,0.723416061,5,MGAT3,1,1,1,2.11939E-16,1,NA,1,0.033646591,1,1,0.008246402,0.007841108,7.33116E-05,1,1,1,1,1.165445296,1,NA,1,1.010046542,1,1,0.969993227,1.213592233,0.969607549,1,0.399260802
20839,SGTB,-3.466540511,0.005272018,-0.722558202,4,SGTB,1,1,NA,3.37957E-09,1,1,1,0.003800134,1,1,1,0.046925081,0.002005735,1,1,1,NA,0.768673524,1,1,1,1.010463824,1,1,1,0.859235,1.033166326,1,0.399260802
20031,RPLP2,3.39922722,0.005277242,0.700391692,7,RPLP2,1,0.022403263,1,8.2417E-16,0.026062591,0.003963046,1,9.29045E-11,1,1,0.03428068,0.00015385,1,1,1,0.99762828,1,1.185755664,1.021060136,0.996712412,1,1.062440263,1,1,0.997798655,1.358870205,1,1,0.399260802
15262,MTRF1,-3.396761292,0.005301344,-0.700132706,4,MTRF1,1,1,1,0.000110769,1,0.044862028,1,1,1,1,1,0.021042081,0.013516582,1,1,1,1,0.910937245,1,0.984523349,1,1,1,1,1,0.859199462,1.038019487,1,0.399260802
26466,ZNF84,-3.537080611,0.005382885,-0.745500861,4,ZNF84,NA,1,1,1.37626E-10,1,0.031955069,NA,1,1,1,1,0.012587479,0.00632019,1,NA,1,1,0.876332618,1,0.974312008,NA,1,1,1,1,0.814587256,1.043427677,1,0.399260802
25907,ZNF107,-3.382776972,0.005440157,-0.698658752,5,ZNF107,1,1,1,1.47021E-05,0.029841443,0.035030322,1,1,1,1,1,0.013531331,0.001207731,1,1,1,1,0.770086402,1.054787069,0.96074351,1,1,1,1,1,0.763846243,1.086413791,1,0.399260802
5770,DOCK10,-3.38269056,0.005441026,-0.698649617,5,DOCK10,1,1,1,1.07421E-14,1,1,1,0.00281507,1,1,0.001842651,0.013211476,0.028814573,1,1,1,1,0.760266392,1,1,1,0.983878267,1,1,0.989884279,0.697295992,0.980008259,1,0.399260802
17742,PIGG,-3.381579539,0.005452213,-0.698532127,6,PIGG,0.00032835,0.027465025,1,8.27552E-19,1,1,1,1.00542E-07,1,1,1,0.023532258,0.006014152,1,1.007119564,0.981371572,1,0.834340087,1,1,1,0.980675978,1,1,1,0.86584212,0.973710838,1,0.399260802
19159,RABGEF1,3.377648126,0.005491987,0.698115929,4,RABGEF1,1,1,1,3.42269E-14,1,1,1,1.56096E-07,1,1,1,0.009708536,0.002100004,1,1,1,1,1.150300967,1,1,1,1.020960467,1,1,1,1.205028803,1.018858494,1,0.399260802
18143,POLDIP3,3.377341729,0.005495099,0.698083463,7,POLDIP3,1,1,0.043085705,2.12079E-13,0.006133999,0.021592821,1,5.42377E-05,1,1,1,0.008822045,2.16319E-06,1,1,1,0.905724014,1.128592974,1.053305112,0.989242008,1,0.987263546,1,1,1,1.131880706,0.985856588,1,0.399260802
11437,LINC00598,3.760888383,0.005537292,0.79920768,4,LINC00598,NA,1,NA,5.84971E-12,1,NA,1,0.043769593,NA,1,1,0.021449286,0.014771308,1,NA,1,NA,1.113295954,1,NA,1,0.996535336,NA,1,1,1.07826087,0.974831171,1,0.399260802
9291,HNRNPA2B1,-3.373147161,0.005537885,-0.697638566,8,HNRNPA2B1,5.34427E-06,1,1,2.33489E-12,0.0002132,1,0.02388657,5.85384E-12,1,1,0.020049184,0.015943432,0.00767152,1,0.977825045,1,1,0.787152051,0.858806776,1,1.137138345,1.044876591,1,1,0.983314647,0.867603111,1.022066636,1,0.399260802
24763,UBE2H,3.368334069,0.005587396,0.697127068,7,UBE2H,1,1,1,1.38388E-19,1,0.017323122,0.000919185,3.0611E-07,1,1,0.022186593,0.00308873,0.000487171,1,1,1,1,1.282469365,1,0.9794798,0.71725664,1.03476046,1,1,1.024705827,1.164308617,0.982446358,1,0.399260802
2210,BTN3A3,-3.363436963,0.005638233,-0.696605548,6,BTN3A3,1,0.026410831,1,8.80514E-13,1,0.006803652,1,1,1,1,1,0.010812253,0.037319172,0.006061411,1,0.990831036,1,0.862705134,1,0.979481126,1,1,1,1,1,0.822999584,0.985728325,0.961609421,0.399260802
16235,NSD1,-3.427979858,0.005643147,-0.718683341,6,NSD1,0.003297372,1,1,0.000708427,1,NA,1,0.003498423,1,1,1,0.023085542,0.030575731,0.040481776,1.00701422,1,1,0.903491364,1,NA,1,0.992024005,1,1,1,0.916233766,0.984845369,0.975433324,0.399260802
324,ACYP2,-3.362487295,0.005648145,-0.696504284,5,ACYP2,1,1,1,1.13833E-05,1,1,1,4.93298E-08,1,0.030865713,1,1,1.41332E-05,0.016038888,1,1,1,0.915065817,1,1,1,0.98585685,1,1.043888153,1,1,1.036017387,0.965934434,0.399260802
8025,GGA1,-3.359440836,0.005680063,-0.696179157,6,GGA1,0.049947721,1,1,1.37925E-11,0.006894137,1,1,7.10652E-09,1,1,1,0.01064389,1.41026E-06,1,0.99754525,1,1,0.763189929,0.949173977,1,1,1.027358731,1,1,1,0.840578808,0.980697088,1,0.399260802
14848,MMADHC,-3.359391088,0.005680586,-0.696173845,5,MMADHC,3.07761E-07,1,1,3.28522E-07,1,1,1,5.83945E-08,1,1,1,0.005950943,3.56089E-11,1,0.980492531,1,1,0.916805383,1,1,1,1.022888425,1,1,1,0.908374588,1.029448484,1,0.399260802
1298,ARID4A,-3.356869279,0.005707148,-0.69590438,6,ARID4A,0.003523952,1,1,1.44637E-07,0.002716597,1,1,5.88432E-13,1,1,1,0.019439441,1.49505E-11,1,0.994445613,1,1,0.793025643,0.874566714,1,1,1.046086937,1,1,1,0.867148014,1.089736874,1,0.399260802
8289,GOLGA6L5P,-3.737578889,0.005725193,-0.79740751,5,GOLGA6L5P,NA,1,1,1.11288E-07,0.006267966,NA,NA,1.80197E-05,NA,1,0.035361052,0.027756525,1,1,NA,1,1,0.695586602,0.928896201,NA,NA,1.008729662,NA,1,0.967454482,0.720759314,1,1,0.399260802
15205,MTAP,3.417801079,0.005745507,0.717649185,4,MTAP,1,1,1,1.24032E-09,0.014404785,NA,1,1,1,1,0.014184749,0.001153503,1,1,1,1,1,1.168473224,1.086397642,NA,1,1,1,1,0.976560505,1.234605768,1,1,0.399260802
15809,NEU3,3.348633588,0.005794775,0.695022314,4,NEU3,1,1,1,1.97385E-12,1,1,1,0.000203315,1,1,1,0.006984806,0.001852869,1,1,1,1,1.123439051,1,1,1,1.006000685,1,1,1,1.190778534,0.984545676,1,0.399260802
24819,UBQLN2,-3.348441159,0.005796839,-0.695001667,4,UBQLN2,1,1,1,1.16166E-11,1,1,1,2.82531E-08,1,1,1,0.02532544,0.007623193,1,1,1,1,0.852636571,1,1,1,1.026558745,1,1,1,0.870367652,1.040075433,1,0.399260802
25114,VAMP4,-3.345270035,0.005830954,-0.694661163,6,VAMP4,1,1,1,9.198E-09,0.000106403,0.02961961,1,0.003303062,1,1,1,0.016518128,5.44156E-08,1,1,1,1,0.874092319,0.902289942,0.993031435,1,1.013085533,1,1,1,0.867015357,1.132435593,1,0.399260802
24767,UBE2J2,3.405479763,0.00587196,0.716390967,6,UBE2J2,0.007168822,1,NA,5.80497E-19,0.01758089,1,1,1.36114E-05,1,1,1,0.000179687,0.015322591,1,1.004605031,1,NA,1.319059854,1.019310338,1,1,0.98824824,1,1,1,1.325249643,0.989445939,1,0.399260802
23291,TFB2M,-3.340643699,0.005881089,-0.694163565,6,TFB2M,2.6766E-05,1,1,2.17428E-10,1,1,1,2.17452E-07,1,1,1,0.016072968,0.001102063,0.0157651,0.984799145,1,1,0.815358975,1,1,1,1.020626647,1,1,1,0.835741212,1.038672512,1.038808693,0.399260802
3084,CBLL1,-3.338695197,0.005902336,-0.69395369,5,CBLL1,1,1,1,2.70632E-12,1,1,0.014535511,3.10784E-06,1,1,1,0.000506575,0.02032591,1,1,1,1,0.750115583,1,1,1.110039587,1.026215367,1,1,1,0.774441926,0.974141778,1,0.399260802
16351,NUP160,-3.334848131,0.005944513,-0.6935388,5,NUP160,1,1,1,1.03522E-14,0.024694708,1,1,0.002464066,1,1,0.00969241,0.044092144,1,1,1,1,1,0.688920067,1.038998272,1,1,0.9881083,1,1,0.979023421,0.83210356,1,1,0.399260802
26521,ZRANB2,-3.398276942,0.005947198,-0.715652182,6,ZRANB2,0.012430726,1,NA,1.14996E-08,1,1,1,8.49093E-10,1,1,1,0.00121536,0.000109532,0.048565974,0.980932228,1,NA,0.770565998,1,1,1,1.037052985,1,1,1,0.776851509,1.048875994,0.978536299,0.399260802
17359,PCGF3,-3.334297354,0.005950576,-0.693479344,6,PCGF3,1,1,0.030017843,3.78029E-11,0.012316349,1,1,3.01292E-15,1,1,1,0.023660275,0.0088606,1,1,1,0.933685432,0.873717266,0.928516939,1,1,0.967862954,1,1,1,0.770403256,1.02715092,1,0.399260802
9627,IDI2,3.472217799,0.005998798,0.739333975,4,IDI2,NA,1,1,4.59074E-10,1,NA,1,0.025625101,1,1,1,0.034220801,0.031543663,1,NA,1,1,1.082504748,1,NA,1,1.003756368,1,1,1,1.134930522,0.97800786,1,0.399260802
486,ADK,-3.329797567,0.006000348,-0.692993067,5,ADK,0.000729042,0.020677305,1,1.49464E-08,0.001385927,1,1,1,1,1,1,0.000301559,1,1,0.988576546,0.984218216,1,0.765980188,0.873275586,1,1,1,1,1,1,0.593226048,1,1,0.399260802
10240,JMY,-3.390141233,0.006033367,-0.714814813,6,JMY,1,1,NA,3.82783E-10,0.013585963,0.047191216,1,8.35671E-12,1,1,1,0.011538304,0.007716266,1,1,1,NA,0.784939085,0.914419385,0.986342711,1,1.031669146,1,1,1,0.779111003,1.026931071,1,0.399260802
5784,DOK1,3.388360686,0.006052395,0.714631139,5,DOK1,1,1,1,5.77531E-13,0.016196722,1,1,NA,1,1,1,0.004359308,0.000236214,0.017799822,1,1,1,1.077140749,1.076930966,1,1,NA,1,1,1,1.200758054,1.017709975,1.050744922,0.399260802
5645,DMTF1,-3.324945192,0.006054493,-0.692467625,4,DMTF1,1,1,1,1.0614E-10,1,1,1,3.02914E-07,1,1,1,0.008612995,0.01122546,1,1,1,1,0.828106795,1,1,1,1.018862284,1,1,1,0.810889814,1.01736046,1,0.399260802
18100,PNN,-3.319103191,0.006120337,-0.691833556,8,PNN,1.27473E-05,1,1,2.52488E-09,1.61562E-06,1,0.004644849,1,1,1,2.95126E-05,0.000119445,2.08577E-05,0.006871406,0.980170268,1,1,0.779521839,1.035074563,1,1.271808339,1,1,1,1.016008404,0.636314439,1.058115315,0.963523576,0.399260802
8145,GLO1,-3.310537315,0.006218195,-0.690900945,5,GLO1,1,1,1,9.1457E-11,0.025409535,1,1,5.14661E-11,1,1,1,0.000292291,1,0.032396112,1,1,1,0.911860944,0.964427634,1,1,0.977547645,1,1,1,0.8012003,1,0.983987729,0.399260802
22417,SRSF2,-3.307051301,0.006258472,-0.690520414,6,SRSF2,1,1,1,2.55181E-17,0.043091831,1,1,0.00017295,1,1,0.003909275,0.000131727,0.016468303,1,1,1,1,0.801783643,1.021848652,1,1,0.99409339,1,1,0.989121343,0.810816376,0.984891257,1,0.399260802
18641,PRR14,-3.306385604,0.006266193,-0.690447682,5,PRR14,1.36992E-06,1,0.027989003,8.42857E-12,1,1,1,1,1,1,1,0.010166308,6.52818E-07,1,1.013850872,1,1.064611667,0.801482619,1,1,1,1,1,1,1,0.864769392,0.983619233,1,0.399260802
24340,TRIOBP,3.304620843,0.006286709,0.690254767,7,TRIOBP,0.003477828,1,1,2.82377E-14,0.000159031,0.010812511,1,9.40571E-10,1,1,1,0.037627732,1,0.008910541,1.010609864,1,1,1.055057139,1.071868594,1.009429778,1,1.020949462,1,1,1,1.158118799,1,1.077768947,0.399260802
6712,FAHD1,3.362182306,0.006339349,0.71191354,6,FAHD1,1,1,NA,2.29785E-08,0.01022904,1,1,8.83458E-05,1,1,0.017354946,0.008688211,0.01056931,1,1,1,NA,1.157519761,1.037080051,1,1,1.02426907,1,1,1.030180419,1.206722689,1.028043991,1,0.399260802
2965,CAPRIN2,-3.297941919,0.006364971,-0.689523328,4,CAPRIN2,1,1,1,1.55671E-15,0.017171445,1,1,0.00741744,1,1,1,0.001818469,1,1,1,1,1,0.861713318,0.945268827,1,1,0.989404848,1,1,1,0.744144021,1,1,0.399260802
12482,LOC100507507,4.09616612,0.006384827,0.8582509,6,LOC100507507,NA,0.027595286,NA,3.85683E-17,0.008166333,0.00569143,NA,NA,NA,NA,1,0.000195203,5.7212E-05,1,NA,1.016421967,NA,1.247703851,1.173587927,1.016791947,NA,NA,NA,NA,1,1.310262212,1.02284631,1,0.399260802
5164,DARS1,-3.355864304,0.006410663,-0.71125283,5,DARS1,0.001181729,1,1,2.44451E-09,0.000427113,1,1,1,NA,1,1,0.003157005,0.02899437,1,0.988767003,1,1,0.716690328,1.054105985,1,1,1,NA,1,1,0.692172247,1.025383805,1,0.399260802
24762,UBE2H,3.286597334,0.006500169,0.688276078,7,UBE2H,1,1,1,1.38388E-19,1,0.017323122,0.001703431,3.0611E-07,1,1,0.022186593,0.00308873,0.000487171,1,1,1,1,1.282469365,1,0.9794798,0.700457348,1.03476046,1,1,1.024705827,1.164308617,0.982446358,1,0.399260802
936,ANKRD28,-3.282312295,0.006551988,-0.687803376,7,ANKRD28,1,1,1,8.092E-08,0.004789979,0.000495581,0.002625715,4.92389E-12,1,1,1,0.010783763,0.006060249,1,1,1,1,0.795810054,0.83729772,0.970233029,1.256162718,1.016474,1,1,1,0.806317221,1.06571533,1,0.399260802
20601,SELENOF,-3.336398099,0.006635582,-0.709205226,5,SELENOF,0.000343398,1,1,4.13798E-13,0.041287086,1,1,1,NA,1,1,0.006437384,4.46544E-05,1,0.97924087,1,1,0.88642986,1.035682585,1,1,1,NA,1,1,0.860222955,1.021718544,1,0.399260802
14970,MPRIP,-3.271661566,0.006682605,-0.686624647,9,MPRIP,0.010047075,1,1,8.50643E-11,1,0.000400987,1,6.2862E-07,1,0.038144737,0.000441223,0.001433393,0.000143922,0.04751283,1.008818386,1,1,0.923500444,1,0.968354505,1,0.975140749,1,1.061479441,0.98589319,0.869214131,0.97934313,0.980031876,0.399260802
26106,ZNF419,-3.270686783,0.00669469,-0.686516495,4,ZNF419,0.027509062,1,1,1.90248E-12,1,1,1,1.05653E-05,1,1,1,0.005308241,1,1,0.995529499,1,1,0.914124092,1,1,1,0.985073076,1,1,1,0.844639073,1,1,0.399260802
5520,DHX8,3.268975927,0.006715954,0.686326566,4,DHX8,1,1,1,6.0768E-06,0.032271209,1,1,1,1,1,1,0.041170736,0.00095402,1,1,1,1,1.064702246,1.071579565,1,1,1,1,1,1,1.118771678,0.981494816,1,0.399260802
23846,TMEM71,-3.327159379,0.006745132,-0.708227101,5,TMEM71,1,1,NA,4.81983E-06,1,1,1,5.29086E-08,1,1,1,0.005834255,1.72551E-06,0.048586736,1,1,NA,0.902627394,1,1,1,0.9494167,1,1,1,0.809524187,1.03744871,1.019689666,0.399260802
17749,PIGP,-3.263416972,0.006785518,-0.685708473,5,PIGP,1.01311E-06,0.045083217,1,6.76923E-07,1,1,1,1.24537E-08,1,1,1,1,0.007812579,1,0.9829406,0.984060595,1,0.917010132,1,1,1,0.963424499,1,1,1,1,1.020840615,1,0.399260802
9305,HNRNPDL,-3.262624744,0.006795491,-0.685620266,9,HNRNPDL,0.00015144,0.006529955,1,5.6179E-14,0.001388819,0.005199819,1,2.10387E-06,1,1,0.03621742,0.006126728,0.04200912,1,0.982809229,0.980243392,1,0.81331181,0.956162275,0.986319819,1,1.033844164,1,1,0.990432996,0.805957793,0.988621173,1,0.399260802
24542,TTC39C,-3.31798132,0.006855791,-0.707251343,9,TTC39C,0.003867036,0.020523291,NA,2.31282E-10,0.016154452,0.020935003,1,0.00021161,1,1,1,0.01902174,9.44356E-06,0.017235575,0.989946438,0.99114458,NA,0.92257933,0.907812236,0.985954001,1,0.969796347,1,1,1,0.781775215,1.072384366,0.966261815,0.399260802
5320,DDX42,-3.252035252,0.006930227,-0.684438313,4,DDX42,0.008457247,1,1,8.70279E-10,1,1,1,1,1,1,1,0.016333689,4.03115E-05,1,0.995082829,1,1,0.908815132,1,1,1,1,1,1,1,0.893617751,0.984073135,1,0.399260802
16269,NT5DC1,-3.310690511,0.006945015,-0.706473335,5,NT5DC1,1,1,NA,1.96674E-09,0.00147035,1,1,2.78813E-10,1,1,1,0.00023726,0.00023027,1,1,1,NA,0.858677226,0.920692489,1,1,1.015730051,1,1,1,0.788230093,1.048542361,1,0.399260802
17437,PDE12,3.250589251,0.006948834,0.684276496,5,PDE12,1,1,1,9.40087E-14,0.014935265,1,1,1,1,1,0.002916559,0.000831635,1,0.046645701,1,1,1,1.169509149,1.042262791,1,1,1,1,1,0.960115987,1.133435138,1,0.951521536,0.399260802
6578,ETFRF1,-3.383640457,0.006959863,-0.730601323,7,ETFRF1,0.000791948,1,NA,7.22841E-07,0.003900857,1,0.035100917,0.002396926,NA,1,1,6.12045E-06,9.09136E-12,1,0.987190731,1,NA,0.900475405,0.963698949,1,1.120418731,0.988240909,NA,1,1,0.72470091,1.067496381,1,0.399260802
1180,ARAP2,3.248324065,0.006978082,0.684022805,7,ARAP2,0.001223821,1,1,1.71745E-17,1,1,0.004160495,2.56711E-06,1,1,1,0.01945434,0.000401952,0.007820746,0.992739214,1,1,1.249144974,1,1,0.834096243,1.018259957,1,1,1,1.235100027,1.042482307,0.956944385,0.399260802
20541,SDHAP1,-3.307485584,0.00698461,-0.706130522,7,SDHAP1,1,1,1,1.25846E-07,0.03663402,0.006901407,1,0.036653111,NA,1,0.030528586,0.012772307,1.4428E-09,1,1,1,1,0.858487561,0.986639338,0.993075195,1,1.003269524,NA,1,0.993623854,0.896830326,0.978511356,1,0.399260802
3212,CCDC186,-3.239664149,0.007091053,-0.683050636,9,CCDC186,0.03176221,1,1,5.95193E-11,0.038151613,0.041419304,1,2.72016E-10,1,0.049118014,1,0.003007375,0.000124748,0.027210613,1.004114266,1,1,0.678462113,0.966255798,0.984755568,1,1.02407008,1,1.071479528,1,0.409180328,1.040888604,0.96660994,0.399260802
8857,HABP4,3.290171011,0.007202539,0.704269862,4,HABP4,1,1,1,1.20305E-10,1,NA,1,0.008299666,1,1,1,0.000772421,0.007994392,1,1,1,1,1.14611672,1,NA,1,1.007896215,1,1,1,1.213210354,0.982885957,1,0.399260802
14796,MITD1,-3.285754803,0.007259225,-0.70379295,6,MITD1,4.64432E-12,1,NA,8.399E-15,0.001553533,1,1,0.043164744,1,1,1,0.022476517,0.000240173,1,0.972232949,1,NA,0.770275793,1.055541835,1,1,0.982669435,1,1,1,0.900514259,1.032059206,1,0.399260802
22814,SYNJ2BP,-3.224914726,0.00728773,-0.68138646,5,SYNJ2BP,1,1,1,1.71234E-11,0.004710829,1,1,0.000194439,1,1,1,0.019037161,0.009598874,1,1,1,1,0.852372241,0.942773749,1,1,1.020623358,1,1,1,0.854111139,0.977965669,1,0.399260802
19994,RPL30,-3.223932035,0.007301028,-0.681275206,10,RPL30,1.87465E-06,1,1,6.33141E-07,0.00117936,2.83254E-05,1,0.029705581,0.039857127,1,0.000147998,0.03123788,1.86454E-06,0.034583369,0.976783726,1,1,0.879294038,1.016108756,0.997221662,1,0.997877688,1.299557924,1,1.012965032,0.735248958,1.017627082,0.994938953,0.399260802
3774,CENPC,-3.222651977,0.007318386,-0.681130215,5,CENPC,1,1,1,4.92014E-09,0.000432565,1,1,4.33199E-13,1,1,0.021873895,0.034117349,1,1,1,1,1,0.803044334,0.888702355,1,1,1.036047002,1,1,0.968617422,0.847942209,1,1,0.399260802
