,GeneID,TValue,PValue,Coefficient,sig.cnt,GeneID,AlzheimersPValue,AsthmaPValue,CADPValue,CKDPValue,CLDPValue,COPDPValue,EthnicityPValue,HIVPValue,HypPValue,LupusPValue,ObesePValue,ONDPValue,RAPValue,T2DPValue,AlzheimersFC,AsthmaFC,CADFC,CKDFC,CLDFC,COPDFC,EthnicityFC,HIVFC,HypFC,LupusFC,ObeseFC,ONDFC,RAFC,T2DFC,AdjP
22502,ST6GALNAC4,3.222124911,0.007325545,0.681070491,5,ST6GALNAC4,1,1,1,4.3157E-08,0.000179993,1,1,1,1,1,0.027842279,0.038457115,1,0.028133364,1,1,1,1.101719101,1.073422341,1,1,1,1,1,1.016811565,1.21697559,1,1.045496655,0.399260802
3079,CBL,3.221280624,0.007337029,0.680974794,7,CBL,0.000128179,1,1,4.63974E-10,0.006540207,1,1,6.74324E-18,1,1,1,0.001662037,7.64922E-06,0.010527633,1.014224261,1,1,1.080676276,1.070834162,1,1,1.053831627,1,1,1,1.30018128,0.967823499,1.045618321,0.399260802
7255,FCHSD2,-3.220654918,0.00734555,-0.68090385,7,FCHSD2,0.005753146,1,0.034586561,1.50998E-11,0.006621441,1,1,3.70232E-05,1,1,1,0.000302241,0.022656187,1,0.993406172,1,1.105858006,0.888030549,0.928753431,1,1,0.976631111,1,1,1,0.731226479,1.020564638,1,0.399260802
26052,ZNF326,-3.268757157,0.007481678,-0.70194844,7,ZNF326,1,1,NA,9.60595E-09,0.03208302,1,1,1.79291E-05,0.042754416,1,0.002372483,0.016697818,5.34704E-06,1,1,1,NA,0.81218039,0.881205999,1,1,1.016939516,1.406117371,1,0.949604456,0.741193883,1.058957476,1,0.399260802
5818,DPM1,-3.208162043,0.007517805,-0.679483352,6,DPM1,7.92953E-12,1,1,1.24162E-05,0.000250256,1,1,9.68339E-06,1,1,1,0.018123502,2.73479E-09,1,0.946169472,1,1,0.89123932,1.040685391,1,1,1.01767044,1,1,1,0.886464795,1.079194317,1,0.399260802
2332,C14orf28,-3.26215793,0.007569904,-0.701228492,8,C14orf28,1,1,NA,0.000267679,0.008930369,0.009806374,1,0.01355605,1,1,0.047472722,0.030913846,2.81598E-06,0.011720328,1,1,NA,0.891471792,0.902280026,0.979814358,1,1.00662034,1,1,0.960032204,0.803058668,1.072148082,0.940597125,0.399260802
886,ANKFY1,-3.200982963,0.007618628,-0.678663585,5,ANKFY1,0.000129469,1,1,2.84373E-09,1,1,1,8.3966E-07,1,1,0.017799909,0.030823371,1,1,1.013284488,1,1,0.907902381,1,1,1,0.963495054,1,1,0.961514939,0.845854362,1,1,0.399260802
3105,CBX4,-3.198199317,0.007658088,-0.67834504,8,CBX4,0.000407795,1,0.011952274,3.3493E-11,1,1,0.033288578,1,0.021221031,1,0.04877229,0.008731415,0.00136481,1,1.008249404,1,1.257502683,0.881347216,1,1,1.104327937,1,1.330235024,1,0.983827741,0.651338583,0.988395146,1,0.399260802
17015,OTUD7B,3.413202764,0.007710425,0.751108287,7,OTUD7B,NA,0.025973866,1,8.65908E-07,0.003242088,NA,NA,8.69704E-05,1,1,1,0.026300415,6.75756E-05,0.019948847,NA,1.027904941,1,1.110023309,1.061988674,NA,NA,1.01032329,1,1,1,1.105732484,0.969670549,0.966182741,0.399260802
8919,HBP1,-3.190088067,0.007774247,-0.677414651,7,HBP1,0.031800865,1,0.028651809,0.000908149,0.030346151,1,1,1,1,1,1,0.0053128,2.09944E-07,0.040300127,0.993307982,1,1.164547988,0.866668848,0.904184663,1,1,1,1,1,1,0.848598018,1.028956973,0.92888847,0.399260802
13556,MAFG,3.182472549,0.007884922,0.676538154,7,MAFG,0.009851408,1,1,4.77475E-08,0.005519345,0.026262164,1,0.000210758,1,1,1,0.043600906,1,0.040336997,1.004371136,1,1,1.062703735,1.067100234,1.018292344,1,1.009009701,1,1,1,1.169585879,1,1.042076193,0.399260802
4324,CNNM2,-3.235436868,0.007938106,-0.698291272,5,CNNM2,1,1,1,8.04519E-07,1,NA,1,0.001472247,1,1,1,0.005365396,0.010863595,0.000459527,1,1,1,0.864314186,1,NA,1,0.988538612,1,1,1,0.792436364,0.984754906,0.956193556,0.399260802
18808,PSMD4,3.177373797,0.007959908,0.675949709,6,PSMD4,0.005036971,1,1,7.23218E-17,9.84041E-07,1,1,2.74933E-14,1,1,1,0.003580256,2.22922E-05,1,0.99029545,1,1,1.220588069,1.044735536,1,1,0.966234582,1,1,1,1.170516785,1.013433566,1,0.399260802
3995,CHMP5,-3.176185518,0.007977486,-0.675812384,7,CHMP5,3.2791E-09,1,1,0.008767495,0.003904521,1,1,0.000216223,1,0.042358029,1,0.024057222,1.02609E-11,1,0.95945903,1,1,0.897729276,1.050888353,1,1,1.024440003,1,1.139979481,1,0.832389777,1.118270773,1,0.399260802
18584,PRMT9,-3.301831055,0.007988755,-0.722204198,5,PRMT9,0.029549564,1,NA,3.71118E-11,1,NA,1,0.014052261,1,1,1,0.011996179,0.026568949,1,0.996502236,1,NA,0.856631068,1,NA,1,1.010809664,1,1,1,0.865665386,1.027868586,1,0.399260802
26350,ZNF7,-3.175048153,0.007994348,-0.675680878,6,ZNF7,0.004005637,1,1,1.33539E-06,1,0.004179973,1,0.002521013,1,1,1,0.014666053,1,0.043268369,0.992589759,1,1,0.915791259,1,0.981929069,1,0.988847811,1,1,1,0.817018272,1,0.962115758,0.399260802
26067,ZNF346,3.230071239,0.008014211,0.697697183,6,ZNF346,1,1,NA,0.00727353,1,1,1,3.06507E-08,1,1,0.032939243,0.035217911,0.000332003,0.008722707,1,1,NA,1.062667195,1,1,1,1.015253505,1,1,1.019570851,1.127028424,0.97646906,1.020726257,0.399260802
4854,CTC1,-3.170203259,0.008066578,-0.675119967,6,CTC1,0.001839335,1,1,2.03754E-12,1,0.000203439,1,1.16622E-08,1,1,1,0.000931791,2.21972E-06,1,1.009171065,1,1,0.870913826,1,0.972443919,1,0.979887814,1,1,1,0.840727273,0.967780037,1,0.399260802
17992,PLGLB2,-3.642630952,0.008258222,-0.809098844,5,PLGLB2,NA,1,0.036201457,2.07993E-06,1.49773E-07,NA,NA,NA,1,NA,1,0.005630462,0.016631967,1,NA,1,1.154297131,0.808346301,0.901836714,NA,NA,NA,1,NA,1,0.662585186,1.042301425,1,0.399260802
23782,TMEM263,-3.212647621,0.008266498,-0.695758052,4,TMEM263,1,1,NA,3.77034E-06,1,0.016058921,1,2.69238E-12,1,1,1,0.03039584,1,1,1,1,NA,0.780382127,1,0.975002195,1,1.015027815,1,1,1,0.849942197,1,1,0.399260802
20807,SFXN4,3.211787398,0.008279161,0.695661918,6,SFXN4,1,0.004434428,NA,6.49126E-15,0.000115856,1,1,6.41692E-07,1,1,1,0.000893161,1.08546E-06,1,1,0.96696318,NA,1.166697661,1.07621327,1,1,0.976208676,1,1,1,1.260535506,0.965642926,1,0.399260802
17721,PIAS1,-3.155717641,0.00828648,-0.673435909,7,PIAS1,0.003369169,1,1,5.5855E-06,0.000216223,1,1,3.48645E-19,1,1,1,0.000586115,3.90641E-05,0.044375408,1.009075226,1,1,0.863414574,0.90158435,1,1,1.038600417,1,1,1,0.805632997,1.037023418,0.963031975,0.399260802
15614,NCAPD3,-3.153740957,0.008316952,-0.673205289,6,NCAPD3,1,1,1,3.44496E-15,1,0.048282449,1,0.018810358,1,1,0.025167846,0.034709947,0.00197561,1,1,1,1,0.905837787,1,0.989394336,1,0.992885563,1,1,0.974903292,0.883036551,0.980796265,1,0.399260802
3612,CDH15,3.199673354,0.008459592,0.69430415,4,CDH15,1,1,1,9.59558E-16,1,NA,1,2.91916E-05,1,1,1,0.009092663,0.010820355,1,1,1,1,1.242648408,1,NA,1,0.990016031,1,1,1,1.093537788,0.975843094,1,0.399260802
24865,UFL1,-3.139933204,0.008532973,-0.671588841,5,UFL1,1,1,1,4.95383E-10,1,1,1,5.99654E-07,1,1,0.035238274,0.003658859,0.01327924,1,1,1,1,0.668441809,1,1,1,1.012383158,1,1,1.040841387,0.464338922,1.039063835,1,0.399260802
22730,SUN1,-3.137772405,0.008567285,-0.671335008,6,SUN1,1,1,1,1.6519E-17,0.002816532,1,1,0.00124775,1,1,0.013507273,0.020480658,0.000564142,1,1,1,1,0.74579078,0.962872247,1,1,0.984524023,1,1,0.973850878,0.614630159,0.945699562,1,0.399260802
5477,DHFR,-3.136600834,0.008585947,-0.671197283,7,DHFR,1,1,1,2.69369E-14,0.002580214,1,0.002469237,5.01142E-05,1,0.047660889,1,0.043523601,0.000523184,1,1,1,1,0.839409776,0.922334485,1,1.112763189,1.022635505,1,1.309255933,1,0.87234922,1.041169689,1,0.399260802
24011,TNRC6A,-3.190569836,0.008597807,-0.693278904,8,TNRC6A,0.004018882,1,NA,6.31897E-19,4.97046E-06,0.047319981,1,9.46123E-05,1,1,0.005400412,0.001826921,4.12912E-08,1,1.008154095,1,NA,0.718040971,0.911160718,0.99025054,1,1.007333592,1,1,0.969310555,0.650288429,0.970540941,1,0.399260802
24013,TNRC6A,-3.181456832,0.008738464,-0.692248356,9,TNRC6A,0.004018882,1,NA,6.31897E-19,4.97046E-06,0.047319981,0.016855451,9.46123E-05,1,1,0.005400412,0.001826921,4.12912E-08,1,1.008154095,1,NA,0.718040971,0.911160718,0.99025054,1.255250173,1.007333592,1,1,0.969310555,0.650288429,0.970540941,1,0.399260802
19514,REV1,-3.124613608,0.008779255,-0.669784112,6,REV1,1,1,1,2.47517E-07,0.000146862,1,1,8.11062E-06,1,1,0.03600689,0.009295596,0.019926023,1,1,1,1,0.846812346,0.931679024,1,1,1.018010111,1,1,0.976655042,0.707408672,1.040523543,1,0.399260802
23610,TMEM128,-3.177822647,0.008795206,-0.691836198,5,TMEM128,0.024026651,1,NA,2.1025E-10,1,1,1,8.60257E-13,1,1,1,0.047813188,1.25088E-05,1,0.996891029,1,NA,0.793604843,1,1,1,1.0332426,1,1,1,0.884732463,1.049427645,1,0.399260802
937,ANKRD28,-3.122738121,0.008809893,-0.669562351,7,ANKRD28,1,1,1,8.092E-08,0.004789979,0.000495581,0.001209268,4.92389E-12,1,1,1,0.010783763,0.006060249,1,1,1,1,0.795810054,0.83729772,0.970233029,1.292827947,1.016474,1,1,1,0.806317221,1.06571533,1,0.399260802
3083,CBLL1,-3.12209741,0.008820384,-0.66948655,4,CBLL1,1,1,1,2.70632E-12,1,1,1,3.10784E-06,1,1,1,0.000506575,0.02032591,1,1,1,1,0.750115583,1,1,1,1.026215367,1,1,1,0.774441926,0.974141778,1,0.399260802
11233,LILRB3,3.121529669,0.008829691,0.669419366,4,LILRB3,1.23618E-07,1,1,2.74738E-05,1,0.001495151,1,1.45199E-06,1,1,1,1,1,1,1.022094612,1,1,1.043324356,1,1.01980493,1,1.018438685,1,1,1,1,1,1,0.399260802
17792,PIN4,-3.119555368,0.008862132,-0.669185605,6,PIN4,0.003390545,1,1,9.29351E-12,1,1,1,5.146E-07,1,1,0.015077886,1,0.010703877,0.014672788,0.994347817,1,1,0.90209252,1,1,1,0.979690416,1,1,1.024119524,1,1.021287902,0.977929902,0.399260802
26395,ZNF75A,-3.171669965,0.008892123,-0.691136869,7,ZNF75A,1,1,NA,9.75648E-10,0.01722185,0.002428442,1,8.93272E-08,1,1,0.03218484,0.001460158,0.001160927,1,1,1,NA,0.781989081,0.86834909,0.982731415,1,1.018435329,1,1,0.968608337,0.725820673,0.986565334,1,0.399260802
1181,ARAP2,3.117067267,0.008903186,0.668890726,6,ARAP2,0.001223821,1,1,1.71745E-17,1,1,1,2.56711E-06,1,1,1,0.01945434,0.000401952,0.007820746,0.992739214,1,1,1.249144974,1,1,1,1.018259957,1,1,1,1.235100027,1.042482307,0.956944385,0.399260802
15214,MTERF2,-3.170045222,0.008917897,-0.690951871,6,MTERF2,1,1,NA,7.10365E-10,1,0.008418548,1,0.000799814,1,1,0.010846203,0.013674788,0.001262367,1,1,1,NA,0.859355594,1,0.967481151,1,1.005310749,1,1,0.978448915,0.797013752,1.046700208,1,0.399260802
13820,MBIP,-3.116139885,0.008918537,-0.668780736,6,MBIP,0.002312598,1,1,2.12913E-08,0.024336606,1,1,3.59714E-11,1,1,1,0.04702845,3.17524E-05,1,0.993852449,1,1,0.898263605,0.958753792,1,1,1.039864291,1,1,1,0.896619337,1.060127672,1,0.399260802
4485,COPS5,-3.113243099,0.008966659,-0.668436886,6,COPS5,5.66139E-10,1,1,0.001203665,0.00280255,1,1,0.006487116,1,1,1,0.039746187,4.7788E-11,1,0.962103253,1,1,0.954148721,1.029045804,1,1,0.987914563,1,1,1,0.899011113,1.055054191,1,0.399260802
2173,BTAF1,-3.110609122,0.009010641,-0.668123859,5,BTAF1,0.002858094,1,1,1.6323E-08,0.026025286,1,1,0.026358707,1,1,1,1,0.014319424,1,0.98355214,1,1,0.853161305,0.968241774,1,1,0.989949213,1,1,1,1,1.030191414,1,0.399260802
3371,CCNL1,-3.109796127,0.00902426,-0.66802717,7,CCNL1,1,1,1,4.1159E-09,0.000207065,1,0.044583404,9.64486E-14,0.022996206,1,1,0.003615838,0.000514271,1,1,1,1,0.859786517,0.900125741,1,1.423510641,1.073947651,1.518366411,1,1,0.554179644,1.051101468,1,0.399260802
22235,SPEN,-3.109286618,0.009032806,-0.667966556,8,SPEN,0.008560863,1,1,1.03197E-14,0.000129472,1,0.004763546,0.011220562,1,1,0.007414304,0.01399583,9.14726E-06,1,1.007900243,1,1,0.869608462,0.850460526,1,1.136860134,0.990144711,1,1,0.990334763,0.807834641,0.98292081,1,0.399260802
23003,TBC1D15,-3.10856526,0.009044919,-0.667880718,5,TBC1D15,3.09364E-06,1,0.048926722,6.54203E-05,1,1,1,1,1,1,1,0.012041412,9.1687E-10,1,0.98003813,1,0.939798529,0.892585097,1,1,1,1,1,1,1,0.848939852,1.073536949,1,0.399260802
26309,ZNF654,-3.108300684,0.009049365,-0.667849228,7,ZNF654,0.02127169,1,1,1.12093E-07,0.023636177,1,0.049814349,6.01466E-14,1,1,1,0.000721778,4.46802E-08,1,1.005399351,1,1,0.825149119,0.921729877,1,1.158321558,1.038880288,1,1,1,0.586589204,1.101514407,1,0.399260802
23353,THAP11,3.106036196,0.009087515,0.66757956,8,THAP11,1,0.019032922,1,4.74481E-06,1,0.002252869,1,0.04708253,1,1,0.004152369,0.00585026,0.025365479,0.033639311,1,0.98817695,1,1.101805057,1,0.989434488,1,0.990955172,1,1,0.985629268,1.108173389,0.990998708,0.974633515,0.399260802
22657,STX17,-3.104991799,0.009105164,-0.667455099,5,STX17,1,1,1,2.33804E-11,0.001674853,1,1,1,1,1,0.007632263,0.008795812,1,0.040855448,1,1,1,0.864365836,0.941201327,1,1,1,1,1,0.957215027,0.833913822,1,1.041741078,0.399260802
5327,DDX51,3.104796568,0.009108467,0.667431827,4,DDX51,1,1,1,4.43996E-12,1,0.005285187,1,0.000160394,1,1,1,1,0.000155511,1,1,1,1,1.139972519,1,0.982330817,1,1.054443755,1,1,1,1,0.969947428,1,0.399260802
581,AGPAT2,3.103564151,0.009129345,0.667284875,5,AGPAT2,0.024410953,1,1,5.3521E-19,1,0.038825787,1,4.03432E-13,1,1,1,0.04074892,1,1,1.005692929,1,1,1.147295401,1,1.012060765,1,0.97685512,1,1,1,1.179783555,1,1,0.399260802
3372,CCNL1,-3.102548792,0.009146583,-0.667163746,7,CCNL1,1,1,1,4.1159E-09,0.000207065,1,0.00010327,9.64486E-14,0.022996206,1,1,0.003615838,0.000514271,1,1,1,1,0.859786517,0.900125741,1,1.43295369,1.073947651,1.518366411,1,1,0.554179644,1.051101468,1,0.399260802
15483,NAA16,-3.102159194,0.009153205,-0.667117254,5,NAA16,1,1,1,1.29862E-16,0.001659607,1,1,4.88681E-14,1,1,0.030141043,0.006117144,1,1,1,1,1,0.790685906,0.911773547,1,1,1.049392276,1,1,0.956688682,0.792328183,1,1,0.399260802
20927,SHPK,3.155295137,0.009155375,0.689266165,4,SHPK,0.010155035,1,1,0.016743396,1,NA,1,9.39599E-09,1,1,1,1,0.037314996,1,1.006325364,1,1,1.02127829,1,NA,1,1.020375011,1,1,1,1,0.984454883,1,0.399260802
14038,METTL25,-3.155025071,0.009159782,-0.689235195,4,METTL25,0.000230856,1,NA,7.29408E-08,1,1,1,0.000818413,1,1,1,1,4.12334E-05,1,0.989310358,1,NA,0.92428451,1,1,1,0.981478933,1,1,1,1,1.037453072,1,0.399260802
21535,SMARCC2,-3.096039069,0.009257874,-0.6663859,6,SMARCC2,0.000255662,1,1,2.33377E-13,1,0.028148202,1,0.004159712,1,1,1,0.015384291,1.56976E-09,1,1.013493028,1,1,0.827587222,1,0.98892005,1,0.986744979,1,1,1,0.8018139,0.960179289,1,0.399260802
4635,CRBN,-3.094878248,0.009277862,-0.666246965,6,CRBN,1.48829E-05,1,1,6.36618E-06,0.023365768,1,1,9.51975E-16,1,1,1,0.001256307,4.07702E-07,1,0.972941624,1,1,0.874713426,0.969098692,1,1,1.036307158,1,1,1,0.760025054,1.066089061,1,0.399260802
13500,LYRM7,-3.14749958,0.009283464,-0.688370706,6,LYRM7,1,1,NA,9.10136E-14,0.000158653,0.004208805,1,3.19286E-06,1,1,1,0.020810218,1,0.011364679,1,1,NA,0.829788891,0.9488497,0.975543231,1,1.014402073,1,1,1,0.718288475,1,0.90975526,0.399260802
7170,FBXL5,-3.09366499,0.009298799,-0.666101679,4,FBXL5,1,1,1,2.2791E-05,1,0.014509021,1,3.16715E-07,1,1,1,1,9.41639E-11,1,1,1,1,0.942381427,1,1.013792937,1,0.975573602,1,1,1,1,1.027959901,1,0.399260802
3288,CCDC88C,-3.206253221,0.009391537,-0.711972475,5,CCDC88C,NA,1,1,2.17156E-17,1,1,NA,1,1,1,0.020736469,0.007606574,3.12385E-06,0.000672694,NA,1,1,0.83838361,1,1,NA,1,1,1,0.991030251,0.680062837,1.039478365,0.958879312,0.399260802
16060,NOP16,3.203379976,0.009437423,0.711657653,7,NOP16,NA,0.008427804,1,1.84637E-11,2.73735E-06,1,NA,0.001150589,1,1,0.015136878,0.008410912,0.032866811,1,NA,0.987776111,1,1.131529582,1.108767991,1,NA,0.990008574,1,1,0.98998254,1.190636379,1.023885249,1,0.399260802
13882,MCM9,-3.085090246,0.009448131,-0.665072702,4,MCM9,1,1,1,3.6691E-12,0.013337803,1,1,1,1,0.040722478,1,0.009972875,1,1,1,1,1,0.824816802,1.045742851,1,1,1,1,1.037434832,1,0.750564784,1,1,0.399260802
6383,ENTPD6,3.137517229,0.00945014,0.687219442,6,ENTPD6,0.018814959,1,1,1.96009E-14,5.60801E-05,NA,1,1.46089E-06,1,1,1,0.025053889,0.020741283,1,1.006134425,1,1,1.144118126,1.135367753,NA,1,0.979842608,1,1,1,1.180565127,0.989749534,1,0.399260802
22434,SSBP2,-3.084376298,0.009460672,-0.664986857,6,SSBP2,1,1,1,3.85876E-08,0.049149457,1,1,7.46519E-15,1,1,0.002289755,0.001024086,0.004088604,1,1,1,1,0.865501553,1.062197129,1,1,0.95650501,1,1,0.976338238,0.774894087,1.048938039,1,0.399260802
12220,LMO4,3.083557858,0.00947507,0.664888414,6,LMO4,0.000295447,1,0.031329371,6.31053E-15,1,1,1,1.20201E-10,1,1,0.012812464,0.004949441,1,1,1.009633075,1,0.894846039,1.166973439,1,1,1,1.027185988,1,1,0.970078778,1.35171505,1,1,0.399260802
26413,ZNF777,3.200086683,0.0094903,0.711296279,4,ZNF777,0.012670653,1,NA,5.05726E-15,1,NA,1,1,1,1,1,0.034086091,0.024737805,1,1.002920334,1,NA,1.119233041,1,NA,1,1,1,1,1,1.156876296,0.979198737,1,0.399260802
307,ACTR5,-3.134558991,0.009500114,-0.68687727,5,ACTR5,1,0.032437032,1,2.61433E-08,0.04028281,NA,1,0.032589759,1,1,1,0.021797805,1,1,1,0.980751712,1,0.901681087,0.920816701,NA,1,1.006501681,1,1,1,0.874972259,1,1,0.399260802
20050,RPS11,3.081763354,0.009506715,0.66467245,7,RPS11,0.012391768,1,1,4.23096E-22,1.51351E-05,1,0.043859847,1.02857E-15,1,1,1,0.000556666,0.004667832,1,0.980107741,1,1,1.286034984,1.015745883,1,1.107242751,1.058254545,1,1,1,1.177646089,1.004931145,1,0.399260802
23624,TMEM134,3.079584492,0.009545281,0.664410004,4,TMEM134,1,1,1,4.2333E-10,1,0.00034653,1,2.47296E-13,1,1,1,0.011841325,1,1,1,1,1,1.181100468,1,0.983092901,1,0.972222192,1,1,1,1.121199041,1,1,0.399260802
25808,ZFC3H1,3.076658705,0.009597314,0.664057203,6,ZFC3H1,0.004732227,1,1,5.08995E-10,2.93744E-05,1,1,0.003536646,1,1,1,0.01134243,7.64789E-06,1,1.006601258,1,1,1.114233302,1.123371379,1,1,1.010867227,1,1,1,1.230067878,1.021194381,1,0.399260802
25856,ZHX1,-3.127592968,0.009618853,-0.686069721,4,ZHX1,1,1,NA,8.70297E-06,1,1,1,3.60595E-11,1,1,1,0.000594908,4.55059E-07,1,1,1,NA,0.841321864,1,1,1,1.025588727,1,1,1,0.783102213,1.084691899,1,0.399260802
18809,PSMD4,3.070266229,0.009711992,0.663284832,7,PSMD4,0.005036971,1,1,7.23218E-17,9.84041E-07,1,0.001382782,2.74933E-14,1,1,1,0.003580256,2.22922E-05,1,0.99029545,1,1,1.220588069,1.044735536,1,0.799957612,0.966234582,1,1,1,1.170516785,1.013433566,1,0.399260802
10990,LACTB2,-3.067256592,0.009766458,-0.662920458,5,LACTB2,0.013406623,1,1,6.75888E-10,0.002076147,1,1,1,1,1,1,0.002080264,0.000178634,1,0.995227352,1,1,0.780434317,1.08343868,1,1,1,1,1,1,0.747628132,1.056376879,1,0.399260802
21638,SMYD2,3.057817459,0.009939273,0.661774606,5,SMYD2,1,1,1,2.85938E-14,3.73141E-06,1,1,1,1,1,1,0.012707169,0.01163849,0.047316498,1,1,1,1.159852405,1.114562271,1,1,1,1,1,1,1.339125828,0.97628246,0.978903579,0.399260802
898,ANKRA2,-3.056325825,0.009966862,-0.661593105,6,ANKRA2,1.42034E-07,1,1,1.66104E-09,1,1,0.038941373,1.37078E-12,1,1,1,0.024602159,0.000321162,1,1.022103836,1,1,0.769208583,1,1,1.128526896,1.060257029,1,1,1,0.867476769,1.045771705,1,0.399260802
25889,ZMYM2,-3.055429418,0.009983478,-0.661483975,5,ZMYM2,1,1,1,8.11009E-08,0.00566077,1,1,2.26616E-08,1,1,1,0.011770078,2.39576E-09,1,1,1,1,0.821720268,0.924469298,1,1,1.022334049,1,1,1,0.963368421,1.070579906,1,0.399260802
